path_seg_A,path_original_A,path_inpaint_B,path_original_B,num_files_A,num_files_B,label_A,label_B,yt_id_A,time_start_A,time_end_A,yt_id_B,time_start_B,time_end_B,action_swap_path,hasPerson,segmented_path,bboxes_info,bbox_vis_path,mask_path
/n/fs/visualai-scr/Data/HAT2/seg/skiing (not slalom or crosscountry)/5AezTDJhlDI_001110_001120,/n/fs/visualai-scr/Data/HAT2/original/skiing (not slalom or crosscountry)/5AezTDJhlDI_001110_001120,/n/fs/visualai-scr/Data/HAT2/inpaint/playing guitar/x8cwzO6u_7c_000090_000100,/n/fs/visualai-scr/Data/HAT2/original/playing guitar/x8cwzO6u_7c_000090_000100,300,300,skiing (not slalom or crosscountry),playing guitar,5AezTDJhlDI,1110,1120,x8cwzO6u_7c,90,100,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001997_skiing (not slalom or crosscountry)_to_playing guitar_5AezTDJhlDI_001110_001120_bg_x8cwzO6u_7c_000090_000100,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001997_skiing (not slalom or crosscountry)_to_playing guitar_5AezTDJhlDI_001110_001120_bg_x8cwzO6u_7c_000090_000100,"[{'class': 'clock', 'confidence': 0.5112526416778564, 'bbox': [896.0389404296875, 1.36248779296875, 1063.9188232421875, 97.44105529785156]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001997_skiing (not slalom or crosscountry)_to_playing guitar_5AezTDJhlDI_001110_001120_bg_x8cwzO6u_7c_000090_000100/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_001997_skiing (not slalom or crosscountry)_to_playing guitar_5AezTDJhlDI_001110_001120_bg_x8cwzO6u_7c_000090_000100
/n/fs/visualai-scr/Data/HAT2/seg/writing/ckWE-SfCKTw_000602_000612,/n/fs/visualai-scr/Data/HAT2/original/writing/ckWE-SfCKTw_000602_000612,/n/fs/visualai-scr/Data/HAT2/inpaint/sword fighting/x4Img8HKxJ4_000034_000044,/n/fs/visualai-scr/Data/HAT2/original/sword fighting/x4Img8HKxJ4_000034_000044,300,300,writing,sword fighting,ckWE-SfCKTw,602,612,x4Img8HKxJ4,34,44,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002005_writing_to_sword fighting_ckWE-SfCKTw_000602_000612_bg_x4Img8HKxJ4_000034_000044,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002005_writing_to_sword fighting_ckWE-SfCKTw_000602_000612_bg_x4Img8HKxJ4_000034_000044,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002005_writing_to_sword fighting_ckWE-SfCKTw_000602_000612_bg_x4Img8HKxJ4_000034_000044/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002005_writing_to_sword fighting_ckWE-SfCKTw_000602_000612_bg_x4Img8HKxJ4_000034_000044
/n/fs/visualai-scr/Data/HAT2/seg/flying kite/3dnRiA5pSwU_000024_000034,/n/fs/visualai-scr/Data/HAT2/original/flying kite/3dnRiA5pSwU_000024_000034,/n/fs/visualai-scr/Data/HAT2/inpaint/drinking/0JFH2o8xhOc_000013_000023,/n/fs/visualai-scr/Data/HAT2/original/drinking/0JFH2o8xhOc_000013_000023,169,300,flying kite,drinking,3dnRiA5pSwU,24,34,0JFH2o8xhOc,13,23,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002093_flying kite_to_drinking_3dnRiA5pSwU_000024_000034_bg_0JFH2o8xhOc_000013_000023,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002093_flying kite_to_drinking_3dnRiA5pSwU_000024_000034_bg_0JFH2o8xhOc_000013_000023,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002093_flying kite_to_drinking_3dnRiA5pSwU_000024_000034_bg_0JFH2o8xhOc_000013_000023/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002093_flying kite_to_drinking_3dnRiA5pSwU_000024_000034_bg_0JFH2o8xhOc_000013_000023
/n/fs/visualai-scr/Data/HAT2/seg/eating cake/8QhblWHnNAY_000019_000029,/n/fs/visualai-scr/Data/HAT2/original/eating cake/8QhblWHnNAY_000019_000029,/n/fs/visualai-scr/Data/HAT2/inpaint/playing tennis/4516t11fQWM_000028_000038,/n/fs/visualai-scr/Data/HAT2/original/playing tennis/4516t11fQWM_000028_000038,218,300,eating cake,playing tennis,8QhblWHnNAY,19,29,4516t11fQWM,28,38,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002109_eating cake_to_playing tennis_8QhblWHnNAY_000019_000029_bg_4516t11fQWM_000028_000038,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002109_eating cake_to_playing tennis_8QhblWHnNAY_000019_000029_bg_4516t11fQWM_000028_000038,"[{'class': 'teddy bear', 'confidence': 0.5660911202430725, 'bbox': [248.67910766601562, 22.388671875, 478.9166564941406, 214.49935913085938]}, {'class': 'car', 'confidence': 0.416411429643631, 'bbox': [422.42431640625, 286.4495849609375, 479.7315673828125, 322.75225830078125]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002109_eating cake_to_playing tennis_8QhblWHnNAY_000019_000029_bg_4516t11fQWM_000028_000038/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002109_eating cake_to_playing tennis_8QhblWHnNAY_000019_000029_bg_4516t11fQWM_000028_000038
/n/fs/visualai-scr/Data/HAT2/seg/reading newspaper/L77P-kV3OxY_000786_000796,/n/fs/visualai-scr/Data/HAT2/original/reading newspaper/L77P-kV3OxY_000786_000796,/n/fs/visualai-scr/Data/HAT2/inpaint/surfing water/Xw4fT9C0koA_000176_000186,/n/fs/visualai-scr/Data/HAT2/original/surfing water/Xw4fT9C0koA_000176_000186,300,300,reading newspaper,surfing water,L77P-kV3OxY,786,796,Xw4fT9C0koA,176,186,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002125_reading newspaper_to_surfing water_L77P-kV3OxY_000786_000796_bg_Xw4fT9C0koA_000176_000186,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002125_reading newspaper_to_surfing water_L77P-kV3OxY_000786_000796_bg_Xw4fT9C0koA_000176_000186,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002125_reading newspaper_to_surfing water_L77P-kV3OxY_000786_000796_bg_Xw4fT9C0koA_000176_000186/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002125_reading newspaper_to_surfing water_L77P-kV3OxY_000786_000796_bg_Xw4fT9C0koA_000176_000186
/n/fs/visualai-scr/Data/HAT2/seg/smoking/ID55j2rq1sc_000007_000017,/n/fs/visualai-scr/Data/HAT2/original/smoking/ID55j2rq1sc_000007_000017,/n/fs/visualai-scr/Data/HAT2/inpaint/brushing hair/-0CNBzthkZ4_000004_000014,/n/fs/visualai-scr/Data/HAT2/original/brushing hair/-0CNBzthkZ4_000004_000014,300,300,smoking,brushing hair,ID55j2rq1sc,7,17,-0CNBzthkZ4,4,14,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002153_smoking_to_brushing hair_ID55j2rq1sc_000007_000017_bg_-0CNBzthkZ4_000004_000014,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002153_smoking_to_brushing hair_ID55j2rq1sc_000007_000017_bg_-0CNBzthkZ4_000004_000014,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002153_smoking_to_brushing hair_ID55j2rq1sc_000007_000017_bg_-0CNBzthkZ4_000004_000014/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002153_smoking_to_brushing hair_ID55j2rq1sc_000007_000017_bg_-0CNBzthkZ4_000004_000014
/n/fs/visualai-scr/Data/HAT2/seg/flying kite/SPqE12qW4bA_000067_000077,/n/fs/visualai-scr/Data/HAT2/original/flying kite/SPqE12qW4bA_000067_000077,/n/fs/visualai-scr/Data/HAT2/inpaint/playing accordion/BXdLkM8ed2c_000086_000096,/n/fs/visualai-scr/Data/HAT2/original/playing accordion/BXdLkM8ed2c_000086_000096,300,300,flying kite,playing accordion,SPqE12qW4bA,67,77,BXdLkM8ed2c,86,96,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002177_flying kite_to_playing accordion_SPqE12qW4bA_000067_000077_bg_BXdLkM8ed2c_000086_000096,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002177_flying kite_to_playing accordion_SPqE12qW4bA_000067_000077_bg_BXdLkM8ed2c_000086_000096,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002177_flying kite_to_playing accordion_SPqE12qW4bA_000067_000077_bg_BXdLkM8ed2c_000086_000096/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002177_flying kite_to_playing accordion_SPqE12qW4bA_000067_000077_bg_BXdLkM8ed2c_000086_000096
/n/fs/visualai-scr/Data/HAT2/seg/canoeing or kayaking/cdDu63UKbu0_000164_000174,/n/fs/visualai-scr/Data/HAT2/original/canoeing or kayaking/cdDu63UKbu0_000164_000174,/n/fs/visualai-scr/Data/HAT2/inpaint/playing piano/xxrNO_Q4LcE_000002_000012,/n/fs/visualai-scr/Data/HAT2/original/playing piano/xxrNO_Q4LcE_000002_000012,300,300,canoeing or kayaking,playing piano,cdDu63UKbu0,164,174,xxrNO_Q4LcE,2,12,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002181_canoeing or kayaking_to_playing piano_cdDu63UKbu0_000164_000174_bg_xxrNO_Q4LcE_000002_000012,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002181_canoeing or kayaking_to_playing piano_cdDu63UKbu0_000164_000174_bg_xxrNO_Q4LcE_000002_000012,"[{'class': 'bed', 'confidence': 0.5908175110816956, 'bbox': [0.97357177734375, 191.9384765625, 526.1201171875, 711.888916015625]}, {'class': 'couch', 'confidence': 0.3276061415672302, 'bbox': [0.559600830078125, 160.005859375, 200.1192626953125, 530.4210205078125]}, {'class': 'bird', 'confidence': 0.3126882016658783, 'bbox': [532.1217041015625, 374.72772216796875, 568.4803466796875, 416.86737060546875]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002181_canoeing or kayaking_to_playing piano_cdDu63UKbu0_000164_000174_bg_xxrNO_Q4LcE_000002_000012/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002181_canoeing or kayaking_to_playing piano_cdDu63UKbu0_000164_000174_bg_xxrNO_Q4LcE_000002_000012
/n/fs/visualai-scr/Data/HAT2/seg/drinking/nvdXa6q8NKA_000118_000128,/n/fs/visualai-scr/Data/HAT2/original/drinking/nvdXa6q8NKA_000118_000128,/n/fs/visualai-scr/Data/HAT2/inpaint/cleaning windows/5UxNn-to5cw_000004_000014,/n/fs/visualai-scr/Data/HAT2/original/cleaning windows/5UxNn-to5cw_000004_000014,300,300,drinking,cleaning windows,nvdXa6q8NKA,118,128,5UxNn-to5cw,4,14,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002205_drinking_to_cleaning windows_nvdXa6q8NKA_000118_000128_bg_5UxNn-to5cw_000004_000014,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002205_drinking_to_cleaning windows_nvdXa6q8NKA_000118_000128_bg_5UxNn-to5cw_000004_000014,"[{'class': 'skateboard', 'confidence': 0.8548216223716736, 'bbox': [21.908926010131836, 117.71878814697266, 175.71331787109375, 215.26589965820312]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002205_drinking_to_cleaning windows_nvdXa6q8NKA_000118_000128_bg_5UxNn-to5cw_000004_000014/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002205_drinking_to_cleaning windows_nvdXa6q8NKA_000118_000128_bg_5UxNn-to5cw_000004_000014
/n/fs/visualai-scr/Data/HAT2/seg/brushing teeth/sp-JuMB3Qs0_000026_000036,/n/fs/visualai-scr/Data/HAT2/original/brushing teeth/sp-JuMB3Qs0_000026_000036,/n/fs/visualai-scr/Data/HAT2/inpaint/climbing a rope/jMQ-KICMAxE_000004_000014,/n/fs/visualai-scr/Data/HAT2/original/climbing a rope/jMQ-KICMAxE_000004_000014,300,300,brushing teeth,climbing a rope,sp-JuMB3Qs0,26,36,jMQ-KICMAxE,4,14,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002229_brushing teeth_to_climbing a rope_sp-JuMB3Qs0_000026_000036_bg_jMQ-KICMAxE_000004_000014,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002229_brushing teeth_to_climbing a rope_sp-JuMB3Qs0_000026_000036_bg_jMQ-KICMAxE_000004_000014,"[{'class': 'cat', 'confidence': 0.3282682001590729, 'bbox': [72.55980682373047, 75.25778198242188, 199.41497802734375, 239.61300659179688]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002229_brushing teeth_to_climbing a rope_sp-JuMB3Qs0_000026_000036_bg_jMQ-KICMAxE_000004_000014/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002229_brushing teeth_to_climbing a rope_sp-JuMB3Qs0_000026_000036_bg_jMQ-KICMAxE_000004_000014
/n/fs/visualai-scr/Data/HAT2/seg/archery/4hxnP0stMN0_000003_000013,/n/fs/visualai-scr/Data/HAT2/original/archery/4hxnP0stMN0_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/reading book/bChJsbogxs4_000097_000107,/n/fs/visualai-scr/Data/HAT2/original/reading book/bChJsbogxs4_000097_000107,300,301,archery,reading book,4hxnP0stMN0,3,13,bChJsbogxs4,97,107,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002261_archery_to_reading book_4hxnP0stMN0_000003_000013_bg_bChJsbogxs4_000097_000107,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002261_archery_to_reading book_4hxnP0stMN0_000003_000013_bg_bChJsbogxs4_000097_000107,"[{'class': 'book', 'confidence': 0.6486348509788513, 'bbox': [205.8860626220703, 5.302642822265625, 510.42181396484375, 311.13995361328125]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002261_archery_to_reading book_4hxnP0stMN0_000003_000013_bg_bChJsbogxs4_000097_000107/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002261_archery_to_reading book_4hxnP0stMN0_000003_000013_bg_bChJsbogxs4_000097_000107
/n/fs/visualai-scr/Data/HAT2/seg/drinking/bqrIi_jBOKI_000009_000019,/n/fs/visualai-scr/Data/HAT2/original/drinking/bqrIi_jBOKI_000009_000019,/n/fs/visualai-scr/Data/HAT2/inpaint/shooting basketball/83IZbPMEO-0_000035_000045,/n/fs/visualai-scr/Data/HAT2/original/shooting basketball/83IZbPMEO-0_000035_000045,300,300,drinking,shooting basketball,bqrIi_jBOKI,9,19,83IZbPMEO-0,35,45,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002285_drinking_to_shooting basketball_bqrIi_jBOKI_000009_000019_bg_83IZbPMEO-0_000035_000045,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002285_drinking_to_shooting basketball_bqrIi_jBOKI_000009_000019_bg_83IZbPMEO-0_000035_000045,"[{'class': 'toothbrush', 'confidence': 0.32560640573501587, 'bbox': [274.8164978027344, 156.06719970703125, 343.5788269042969, 188.3221435546875]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002285_drinking_to_shooting basketball_bqrIi_jBOKI_000009_000019_bg_83IZbPMEO-0_000035_000045/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002285_drinking_to_shooting basketball_bqrIi_jBOKI_000009_000019_bg_83IZbPMEO-0_000035_000045
/n/fs/visualai-scr/Data/HAT2/seg/canoeing or kayaking/YLuft2I6YYc_000092_000102,/n/fs/visualai-scr/Data/HAT2/original/canoeing or kayaking/YLuft2I6YYc_000092_000102,/n/fs/visualai-scr/Data/HAT2/inpaint/playing guitar/mhzWCdClkAI_000142_000152,/n/fs/visualai-scr/Data/HAT2/original/playing guitar/mhzWCdClkAI_000142_000152,300,300,canoeing or kayaking,playing guitar,YLuft2I6YYc,92,102,mhzWCdClkAI,142,152,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002293_canoeing or kayaking_to_playing guitar_YLuft2I6YYc_000092_000102_bg_mhzWCdClkAI_000142_000152,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002293_canoeing or kayaking_to_playing guitar_YLuft2I6YYc_000092_000102_bg_mhzWCdClkAI_000142_000152,"[{'class': 'bed', 'confidence': 0.2810364365577698, 'bbox': [3.31689453125, 289.2818603515625, 1069.27734375, 712.255126953125]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002293_canoeing or kayaking_to_playing guitar_YLuft2I6YYc_000092_000102_bg_mhzWCdClkAI_000142_000152/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002293_canoeing or kayaking_to_playing guitar_YLuft2I6YYc_000092_000102_bg_mhzWCdClkAI_000142_000152
/n/fs/visualai-scr/Data/HAT2/seg/drinking/15FiZ48tTUU_000045_000055,/n/fs/visualai-scr/Data/HAT2/original/drinking/15FiZ48tTUU_000045_000055,/n/fs/visualai-scr/Data/HAT2/inpaint/climbing a rope/mBKGm6cVD0o_000002_000012,/n/fs/visualai-scr/Data/HAT2/original/climbing a rope/mBKGm6cVD0o_000002_000012,300,300,drinking,climbing a rope,15FiZ48tTUU,45,55,mBKGm6cVD0o,2,12,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002301_drinking_to_climbing a rope_15FiZ48tTUU_000045_000055_bg_mBKGm6cVD0o_000002_000012,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002301_drinking_to_climbing a rope_15FiZ48tTUU_000045_000055_bg_mBKGm6cVD0o_000002_000012,"[{'class': 'cup', 'confidence': 0.6668436527252197, 'bbox': [350.9593505859375, 216.17654418945312, 390.6191711425781, 265.3205261230469]}, {'class': 'cat', 'confidence': 0.30751273036003113, 'bbox': [1.7441024780273438, 260.06451416015625, 360.6224365234375, 359.8177185058594]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002301_drinking_to_climbing a rope_15FiZ48tTUU_000045_000055_bg_mBKGm6cVD0o_000002_000012/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002301_drinking_to_climbing a rope_15FiZ48tTUU_000045_000055_bg_mBKGm6cVD0o_000002_000012
/n/fs/visualai-scr/Data/HAT2/seg/dribbling basketball/6cwDzCzQLCg_000134_000144,/n/fs/visualai-scr/Data/HAT2/original/dribbling basketball/6cwDzCzQLCg_000134_000144,/n/fs/visualai-scr/Data/HAT2/inpaint/drinking/7pwHdHP9nvk_000070_000080,/n/fs/visualai-scr/Data/HAT2/original/drinking/7pwHdHP9nvk_000070_000080,300,300,dribbling basketball,drinking,6cwDzCzQLCg,134,144,7pwHdHP9nvk,70,80,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002309_dribbling basketball_to_drinking_6cwDzCzQLCg_000134_000144_bg_7pwHdHP9nvk_000070_000080,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002309_dribbling basketball_to_drinking_6cwDzCzQLCg_000134_000144_bg_7pwHdHP9nvk_000070_000080,"[{'class': 'teddy bear', 'confidence': 0.42930763959884644, 'bbox': [438.030517578125, 35.3284797668457, 519.6814575195312, 130.22181701660156]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002309_dribbling basketball_to_drinking_6cwDzCzQLCg_000134_000144_bg_7pwHdHP9nvk_000070_000080/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002309_dribbling basketball_to_drinking_6cwDzCzQLCg_000134_000144_bg_7pwHdHP9nvk_000070_000080
/n/fs/visualai-scr/Data/HAT2/seg/hurdling/HeHaCIdpRdo_000006_000016,/n/fs/visualai-scr/Data/HAT2/original/hurdling/HeHaCIdpRdo_000006_000016,/n/fs/visualai-scr/Data/HAT2/inpaint/sweeping floor/LNMNZZ4g51I_000047_000057,/n/fs/visualai-scr/Data/HAT2/original/sweeping floor/LNMNZZ4g51I_000047_000057,178,300,hurdling,sweeping floor,HeHaCIdpRdo,6,16,LNMNZZ4g51I,47,57,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002321_hurdling_to_sweeping floor_HeHaCIdpRdo_000006_000016_bg_LNMNZZ4g51I_000047_000057,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002321_hurdling_to_sweeping floor_HeHaCIdpRdo_000006_000016_bg_LNMNZZ4g51I_000047_000057,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002321_hurdling_to_sweeping floor_HeHaCIdpRdo_000006_000016_bg_LNMNZZ4g51I_000047_000057/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002321_hurdling_to_sweeping floor_HeHaCIdpRdo_000006_000016_bg_LNMNZZ4g51I_000047_000057
/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/Y785o_jKBVU_000022_000032,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/Y785o_jKBVU_000022_000032,/n/fs/visualai-scr/Data/HAT2/inpaint/cleaning windows/Yh2-DcIWt88_000006_000016,/n/fs/visualai-scr/Data/HAT2/original/cleaning windows/Yh2-DcIWt88_000006_000016,300,300,catching or throwing baseball,cleaning windows,Y785o_jKBVU,22,32,Yh2-DcIWt88,6,16,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002325_catching or throwing baseball_to_cleaning windows_Y785o_jKBVU_000022_000032_bg_Yh2-DcIWt88_000006_000016,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002325_catching or throwing baseball_to_cleaning windows_Y785o_jKBVU_000022_000032_bg_Yh2-DcIWt88_000006_000016,"[{'class': 'potted plant', 'confidence': 0.9021787047386169, 'bbox': [79.33834838867188, 33.32283020019531, 320.23553466796875, 172.60379028320312]}, {'class': 'vase', 'confidence': 0.6148247718811035, 'bbox': [147.24285888671875, 102.95848846435547, 239.36285400390625, 171.7716064453125]}, {'class': 'apple', 'confidence': 0.35268083214759827, 'bbox': [452.418212890625, 232.9158935546875, 488.9866943359375, 257.89471435546875]}, {'class': 'banana', 'confidence': 0.2865487039089203, 'bbox': [263.1324462890625, 212.94760131835938, 412.0284423828125, 269.5515441894531]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002325_catching or throwing baseball_to_cleaning windows_Y785o_jKBVU_000022_000032_bg_Yh2-DcIWt88_000006_000016/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002325_catching or throwing baseball_to_cleaning windows_Y785o_jKBVU_000022_000032_bg_Yh2-DcIWt88_000006_000016
