label,youtube_id,time_start,time_end,full_path,num_files,hasPerson,segmented_path,mask_path,bboxes_info,bbox_vis_path
playing tennis,vWL7TpMRIAE,229,239,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/playing tennis/vWL7TpMRIAE_000229_000239,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing tennis/vWL7TpMRIAE_000229_000239,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/playing tennis/vWL7TpMRIAE_000229_000239,"[{'class': 'person', 'confidence': 0.847353994846344, 'bbox': [174.2095184326172, 63.61410140991211, 210.7201385498047, 188.4297637939453]}, {'class': 'tennis racket', 'confidence': 0.6664276719093323, 'bbox': [217.8666229248047, 115.6858901977539, 237.82513427734375, 189.59242248535156]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing tennis/vWL7TpMRIAE_000229_000239/bbox_img/bbox_image.jpg
playing guitar,ve5K7yRWFyk,97,107,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/playing guitar/ve5K7yRWFyk_000097_000107,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing guitar/ve5K7yRWFyk_000097_000107,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/playing guitar/ve5K7yRWFyk_000097_000107,"[{'class': 'person', 'confidence': 0.8603870868682861, 'bbox': [95.92416381835938, 0.0, 312.766357421875, 252.11563110351562]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing guitar/ve5K7yRWFyk_000097_000107/bbox_img/bbox_image.jpg
hitting baseball,vgyzl4b-O4I,6,16,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/hitting baseball/vgyzl4b-O4I_000006_000016,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/hitting baseball/vgyzl4b-O4I_000006_000016,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/hitting baseball/vgyzl4b-O4I_000006_000016,"[{'class': 'person', 'confidence': 0.881327211856842, 'bbox': [162.1678009033203, 44.73982620239258, 245.63101196289062, 111.234130859375]}, {'class': 'person', 'confidence': 0.8543491959571838, 'bbox': [252.23751831054688, 63.86675262451172, 307.61383056640625, 203.84872436523438]}, {'class': 'person', 'confidence': 0.8113424777984619, 'bbox': [211.88705444335938, 1.09600031375885, 287.52984619140625, 71.8554916381836]}, {'class': 'skateboard', 'confidence': 0.3332378566265106, 'bbox': [253.2823944091797, 49.0742073059082, 316.39324951171875, 98.71646881103516]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/hitting baseball/vgyzl4b-O4I_000006_000016/bbox_img/bbox_image.jpg
hitting baseball,vhjVLH_zjGc,5,15,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/hitting baseball/vhjVLH_zjGc_000005_000015,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/hitting baseball/vhjVLH_zjGc_000005_000015,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/hitting baseball/vhjVLH_zjGc_000005_000015,"[{'class': 'person', 'confidence': 0.7915058135986328, 'bbox': [246.58404541015625, 54.34479904174805, 340.69805908203125, 149.019775390625]}, {'class': 'person', 'confidence': 0.7741037607192993, 'bbox': [152.4011688232422, 37.70924758911133, 222.65635681152344, 235.7052001953125]}, {'class': 'person', 'confidence': 0.5490006804466248, 'bbox': [190.25283813476562, 10.34488296508789, 272.1872863769531, 104.3452377319336]}, {'class': 'baseball bat', 'confidence': 0.5416195392608643, 'bbox': [178.744873046875, 24.65013313293457, 192.12371826171875, 71.04957580566406]}, {'class': 'baseball glove', 'confidence': 0.424531489610672, 'bbox': [267.60498046875, 104.0919418334961, 299.0590515136719, 134.13961791992188]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/hitting baseball/vhjVLH_zjGc_000005_000015/bbox_img/bbox_image.jpg
shooting basketball,vkG1Ff1TlMI,0,10,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/shooting basketball/vkG1Ff1TlMI_000000_000010,214,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/shooting basketball/vkG1Ff1TlMI_000000_000010,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/shooting basketball/vkG1Ff1TlMI_000000_000010,"[{'class': 'person', 'confidence': 0.8781377077102661, 'bbox': [151.76834106445312, 83.2994613647461, 189.9488525390625, 212.22113037109375]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/shooting basketball/vkG1Ff1TlMI_000000_000010/bbox_img/bbox_image.jpg
playing trumpet,vrDkX2nbSu0,95,105,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/playing trumpet/vrDkX2nbSu0_000095_000105,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing trumpet/vrDkX2nbSu0_000095_000105,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/playing trumpet/vrDkX2nbSu0_000095_000105,"[{'class': 'person', 'confidence': 0.8172183036804199, 'bbox': [34.18217468261719, 0.7486796379089355, 332.68878173828125, 249.6708984375]}, {'class': 'cell phone', 'confidence': 0.33991214632987976, 'bbox': [226.57296752929688, 72.42033386230469, 334.7174072265625, 126.50362396240234]}, {'class': 'wine glass', 'confidence': 0.29522475600242615, 'bbox': [389.9253234863281, 42.01667022705078, 409.8729248046875, 129.98350524902344]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing trumpet/vrDkX2nbSu0_000095_000105/bbox_img/bbox_image.jpg
dribbling basketball,vtC8IL8ukvk,7,17,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/dribbling basketball/vtC8IL8ukvk_000007_000017,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/dribbling basketball/vtC8IL8ukvk_000007_000017,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/dribbling basketball/vtC8IL8ukvk_000007_000017,"[{'class': 'sports ball', 'confidence': 0.9200131297111511, 'bbox': [196.3883514404297, 162.69009399414062, 251.83502197265625, 214.9906463623047]}, {'class': 'person', 'confidence': 0.8742148280143738, 'bbox': [175.53907775878906, 32.763648986816406, 250.52719116210938, 207.83853149414062]}, {'class': 'chair', 'confidence': 0.36092516779899597, 'bbox': [260.5211181640625, 0.41876333951950073, 440.93359375, 185.36744689941406]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/dribbling basketball/vtC8IL8ukvk_000007_000017/bbox_img/bbox_image.jpg
playing bass guitar,vydWjZpMHBw,183,193,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/playing bass guitar/vydWjZpMHBw_000183_000193,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing bass guitar/vydWjZpMHBw_000183_000193,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/playing bass guitar/vydWjZpMHBw_000183_000193,"[{'class': 'person', 'confidence': 0.6982196569442749, 'bbox': [0.4976932406425476, 1.1239138841629028, 270.6317138671875, 245.92147827148438]}, {'class': 'bottle', 'confidence': 0.40011996030807495, 'bbox': [98.93423461914062, 120.51749420166016, 137.72891235351562, 200.36740112304688]}, {'class': 'skateboard', 'confidence': 0.26589107513427734, 'bbox': [160.02369689941406, 38.066673278808594, 455.36871337890625, 172.41085815429688]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing bass guitar/vydWjZpMHBw_000183_000193/bbox_img/bbox_image.jpg
hitting baseball,vz5HQe_dQs4,6,16,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/hitting baseball/vz5HQe_dQs4_000006_000016,223,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/hitting baseball/vz5HQe_dQs4_000006_000016,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/hitting baseball/vz5HQe_dQs4_000006_000016,"[{'class': 'person', 'confidence': 0.906169056892395, 'bbox': [196.5282440185547, 119.00537872314453, 281.07171630859375, 234.46949768066406]}, {'class': 'person', 'confidence': 0.8634622097015381, 'bbox': [164.65484619140625, 101.56200408935547, 204.49879455566406, 210.86734008789062]}, {'class': 'person', 'confidence': 0.8608266711235046, 'bbox': [226.1243133544922, 17.9423885345459, 255.7559814453125, 61.9682502746582]}, {'class': 'person', 'confidence': 0.7225943207740784, 'bbox': [154.51446533203125, 21.5478515625, 176.8707733154297, 87.07269287109375]}, {'class': 'baseball bat', 'confidence': 0.5579454898834229, 'bbox': [183.2876434326172, 84.02761840820312, 201.26809692382812, 121.75261688232422]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/hitting baseball/vz5HQe_dQs4_000006_000016/bbox_img/bbox_image.jpg
skipping rope,w5jt-RBeC8c,74,84,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/skipping rope/w5jt-RBeC8c_000074_000084,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/skipping rope/w5jt-RBeC8c_000074_000084,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/skipping rope/w5jt-RBeC8c_000074_000084,"[{'class': 'person', 'confidence': 0.8999260067939758, 'bbox': [68.77434539794922, 30.45100212097168, 151.88995361328125, 199.33456420898438]}, {'class': 'person', 'confidence': 0.8988498449325562, 'bbox': [341.4435729980469, 8.155719757080078, 455.8092956542969, 242.70843505859375]}, {'class': 'person', 'confidence': 0.8671130537986755, 'bbox': [250.1669921875, 113.33855438232422, 330.5518798828125, 225.89727783203125]}, {'class': 'person', 'confidence': 0.79230135679245, 'bbox': [32.8578987121582, 86.36587524414062, 59.32371139526367, 114.97246551513672]}, {'class': 'person', 'confidence': 0.7512716054916382, 'bbox': [56.497161865234375, 85.61356353759766, 79.89694213867188, 114.63706970214844]}, {'class': 'person', 'confidence': 0.6245424151420593, 'bbox': [7.5875959396362305, 87.09068298339844, 32.09819793701172, 114.5204086303711]}, {'class': 'person', 'confidence': 0.5527997612953186, 'bbox': [186.6656494140625, 88.33660125732422, 207.809814453125, 110.5364761352539]}, {'class': 'person', 'confidence': 0.511854350566864, 'bbox': [208.582763671875, 87.17929077148438, 226.39813232421875, 110.88465881347656]}, {'class': 'person', 'confidence': 0.481379896402359, 'bbox': [147.4248046875, 88.85914611816406, 170.073486328125, 112.22466278076172]}, {'class': 'person', 'confidence': 0.48080992698669434, 'bbox': [165.7553253173828, 88.24136352539062, 185.6861114501953, 111.69219970703125]}, {'class': 'person', 'confidence': 0.41564494371414185, 'bbox': [128.8291473388672, 88.2986831665039, 147.24081420898438, 111.96430206298828]}, {'class': 'person', 'confidence': 0.3980272114276886, 'bbox': [225.3162841796875, 88.1493148803711, 244.4116668701172, 110.6502914428711]}, {'class': 'person', 'confidence': 0.3768051862716675, 'bbox': [0.013785552233457565, 95.7292251586914, 9.461363792419434, 114.89409637451172]}, {'class': 'person', 'confidence': 0.35346558690071106, 'bbox': [327.46258544921875, 94.90326690673828, 362.1748046875, 136.20916748046875]}, {'class': 'person', 'confidence': 0.29099249839782715, 'bbox': [270.6651916503906, 80.51211547851562, 289.3288269042969, 128.2299346923828]}, {'class': 'person', 'confidence': 0.27663958072662354, 'bbox': [285.8760070800781, 87.29881286621094, 309.5284423828125, 119.70169067382812]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/skipping rope/w5jt-RBeC8c_000074_000084/bbox_img/bbox_image.jpg
playing guitar,wAGVVTOm79M,54,64,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/playing guitar/wAGVVTOm79M_000054_000064,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing guitar/wAGVVTOm79M_000054_000064,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/playing guitar/wAGVVTOm79M_000054_000064,"[{'class': 'person', 'confidence': 0.8028668165206909, 'bbox': [20.29811668395996, 149.88221740722656, 226.7281951904297, 455.6468200683594]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing guitar/wAGVVTOm79M_000054_000064/bbox_img/bbox_image.jpg
walking the dog,wBuZD5YTCm0,13,23,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/walking the dog/wBuZD5YTCm0_000013_000023,299,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/walking the dog/wBuZD5YTCm0_000013_000023,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/walking the dog/wBuZD5YTCm0_000013_000023,"[{'class': 'person', 'confidence': 0.8300711512565613, 'bbox': [69.88985443115234, 73.11268615722656, 104.85589599609375, 171.60595703125]}, {'class': 'person', 'confidence': 0.4555540978908539, 'bbox': [220.0786895751953, 145.5998992919922, 241.26307678222656, 199.3790283203125]}, {'class': 'backpack', 'confidence': 0.3186623752117157, 'bbox': [228.03184509277344, 153.55288696289062, 240.924560546875, 175.63235473632812]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/walking the dog/wBuZD5YTCm0_000013_000023/bbox_img/bbox_image.jpg
drinking,wCwTvfdRDqI,83,93,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/drinking/wCwTvfdRDqI_000083_000093,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/drinking/wCwTvfdRDqI_000083_000093,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/drinking/wCwTvfdRDqI_000083_000093,"[{'class': 'person', 'confidence': 0.9047911167144775, 'bbox': [1.105021357536316, 3.6743409633636475, 350.0068359375, 250.51011657714844]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/drinking/wCwTvfdRDqI_000083_000093/bbox_img/bbox_image.jpg
playing volleyball,wDr4S4v0ljw,25,35,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/playing volleyball/wDr4S4v0ljw_000025_000035,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing volleyball/wDr4S4v0ljw_000025_000035,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/playing volleyball/wDr4S4v0ljw_000025_000035,"[{'class': 'person', 'confidence': 0.8641138076782227, 'bbox': [120.68538665771484, 112.2636489868164, 178.28564453125, 220.2052764892578]}, {'class': 'person', 'confidence': 0.8314723372459412, 'bbox': [255.51614379882812, 118.63121795654297, 324.6594543457031, 231.91004943847656]}, {'class': 'person', 'confidence': 0.6958360075950623, 'bbox': [0.754218339920044, 113.93366241455078, 35.367835998535156, 208.32846069335938]}, {'class': 'person', 'confidence': 0.6431615352630615, 'bbox': [105.79151153564453, 121.08222961425781, 126.83641052246094, 190.86746215820312]}, {'class': 'person', 'confidence': 0.5165018439292908, 'bbox': [245.0616455078125, 125.11753845214844, 261.3009948730469, 186.51332092285156]}, {'class': 'person', 'confidence': 0.4629778265953064, 'bbox': [161.4617919921875, 112.45768737792969, 189.33285522460938, 191.77667236328125]}, {'class': 'person', 'confidence': 0.40177974104881287, 'bbox': [357.2569580078125, 126.7927017211914, 383.8260498046875, 187.7003936767578]}, {'class': 'person', 'confidence': 0.29463061690330505, 'bbox': [58.34925079345703, 130.63255310058594, 72.52251434326172, 182.2191925048828]}, {'class': 'sports ball', 'confidence': 0.2773208022117615, 'bbox': [70.13809204101562, 152.6884307861328, 88.0146484375, 173.1767578125]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing volleyball/wDr4S4v0ljw_000025_000035/bbox_img/bbox_image.jpg
playing saxophone,wHnXHHUl0p4,129,139,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/playing saxophone/wHnXHHUl0p4_000129_000139,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing saxophone/wHnXHHUl0p4_000129_000139,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/playing saxophone/wHnXHHUl0p4_000129_000139,"[{'class': 'person', 'confidence': 0.7409136295318604, 'bbox': [0.0, 1.4291694164276123, 339.8092041015625, 248.95697021484375]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing saxophone/wHnXHHUl0p4_000129_000139/bbox_img/bbox_image.jpg
hitting baseball,wL-GRtOTJGc,48,58,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/hitting baseball/wL-GRtOTJGc_000048_000058,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/hitting baseball/wL-GRtOTJGc_000048_000058,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/hitting baseball/wL-GRtOTJGc_000048_000058,"[{'class': 'person', 'confidence': 0.907494306564331, 'bbox': [100.65914916992188, 11.589887619018555, 201.03477478027344, 253.51817321777344]}, {'class': 'baseball bat', 'confidence': 0.41379818320274353, 'bbox': [71.72503662109375, 2.5839757919311523, 201.0039825439453, 59.71146774291992]}, {'class': 'baseball bat', 'confidence': 0.36460745334625244, 'bbox': [71.20098876953125, 2.138880729675293, 171.66619873046875, 45.2869873046875]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/hitting baseball/wL-GRtOTJGc_000048_000058/bbox_img/bbox_image.jpg
playing basketball,wOZ2AUejsiQ,25,35,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/playing basketball/wOZ2AUejsiQ_000025_000035,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing basketball/wOZ2AUejsiQ_000025_000035,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/playing basketball/wOZ2AUejsiQ_000025_000035,"[{'class': 'person', 'confidence': 0.8082367181777954, 'bbox': [245.15576171875, 58.365238189697266, 332.89044189453125, 223.25564575195312]}, {'class': 'suitcase', 'confidence': 0.4041580855846405, 'bbox': [0.16544294357299805, 107.50216674804688, 48.775360107421875, 200.93348693847656]}, {'class': 'sports ball', 'confidence': 0.2621435821056366, 'bbox': [238.59449768066406, 128.84222412109375, 275.7764892578125, 169.5538787841797]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing basketball/wOZ2AUejsiQ_000025_000035/bbox_img/bbox_image.jpg
brushing hair,wSVLdXKcn4k,1,11,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/brushing hair/wSVLdXKcn4k_000001_000011,53,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/brushing hair/wSVLdXKcn4k_000001_000011,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/brushing hair/wSVLdXKcn4k_000001_000011,"[{'class': 'person', 'confidence': 0.8793715834617615, 'bbox': [1.2050834894180298, 16.68571662902832, 254.821044921875, 340.93548583984375]}, {'class': 'bed', 'confidence': 0.31705889105796814, 'bbox': [0.0, 0.7285686731338501, 254.18702697753906, 336.3046569824219]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/brushing hair/wSVLdXKcn4k_000001_000011/bbox_img/bbox_image.jpg
deadlifting,wTekEuvA7Xk,1,11,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/deadlifting/wTekEuvA7Xk_000001_000011,253,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/deadlifting/wTekEuvA7Xk_000001_000011,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/deadlifting/wTekEuvA7Xk_000001_000011,"[{'class': 'person', 'confidence': 0.7934479713439941, 'bbox': [276.5072021484375, 72.80451965332031, 312.48052978515625, 188.9884490966797]}, {'class': 'person', 'confidence': 0.7820780873298645, 'bbox': [221.5113525390625, 57.35053253173828, 276.33880615234375, 218.40599060058594]}, {'class': 'person', 'confidence': 0.6901340484619141, 'bbox': [95.80125427246094, 95.43889617919922, 151.0256805419922, 192.9063720703125]}, {'class': 'person', 'confidence': 0.4548843204975128, 'bbox': [203.5384063720703, 66.25395965576172, 235.38609313964844, 109.72068786621094]}, {'class': 'person', 'confidence': 0.3333091735839844, 'bbox': [7.443774700164795, 66.77848052978516, 49.40767288208008, 131.4241943359375]}, {'class': 'person', 'confidence': 0.28352269530296326, 'bbox': [189.1546630859375, 101.99437713623047, 234.31222534179688, 252.36224365234375]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/deadlifting/wTekEuvA7Xk_000001_000011/bbox_img/bbox_image.jpg
skiing (not slalom or crosscountry),wdtcqfTddn0,0,10,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/skiing (not slalom or crosscountry)/wdtcqfTddn0_000000_000010,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/skiing (not slalom or crosscountry)/wdtcqfTddn0_000000_000010,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/skiing (not slalom or crosscountry)/wdtcqfTddn0_000000_000010,"[{'class': 'person', 'confidence': 0.769890308380127, 'bbox': [164.8942413330078, 54.40322494506836, 181.45811462402344, 90.19267272949219]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/skiing (not slalom or crosscountry)/wdtcqfTddn0_000000_000010/bbox_img/bbox_image.jpg
playing tennis,wm9mxE9BzqA,57,67,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/playing tennis/wm9mxE9BzqA_000057_000067,191,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing tennis/wm9mxE9BzqA_000057_000067,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/playing tennis/wm9mxE9BzqA_000057_000067,"[{'class': 'person', 'confidence': 0.8791276812553406, 'bbox': [106.97889709472656, 64.25727081298828, 207.75799560546875, 255.21600341796875]}, {'class': 'tennis racket', 'confidence': 0.5110810995101929, 'bbox': [72.00833892822266, 195.57374572753906, 121.18779754638672, 256.0]}, {'class': 'bench', 'confidence': 0.3205561935901642, 'bbox': [203.0938262939453, 127.94336700439453, 225.66107177734375, 144.42953491210938]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing tennis/wm9mxE9BzqA_000057_000067/bbox_img/bbox_image.jpg
juggling balls,woZGBB-XGc4,71,81,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/juggling balls/woZGBB-XGc4_000071_000081,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/juggling balls/woZGBB-XGc4_000071_000081,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/juggling balls/woZGBB-XGc4_000071_000081,"[{'class': 'person', 'confidence': 0.8969022035598755, 'bbox': [143.30764770507812, 78.7796630859375, 247.49305725097656, 223.77857971191406]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/juggling balls/woZGBB-XGc4_000071_000081/bbox_img/bbox_image.jpg
