action_swap_path,frame_num,label_A,label_B,predicted_label,predicted_score,human_action_rank,human_action_score,background_action_rank,background_action_score,human_top1,human_top5,background_top1,background_top5,background_wins,ranking_gap,score_gap,top10_predictions
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001776_dribbling basketball_to_brushing hair_P23Dp774MZg_000012_000022_bg_P9iTjVixn-E_000431_000441,50,dribbling basketball,brushing hair,brushing hair,0.7821835279464722,29,0.0010116227203980088,1,0.7821835279464722,False,False,True,True,True,-28,0.7811719052260742,"['brushing hair', 'brushing teeth', 'opening bottle', 'surfing water', 'climbing a rope', 'tying tie', 'playing saxophone', 'sweeping floor', 'skipping rope', 'playing piano']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001780_clean and jerk_to_dribbling basketball_B98EOBpM5YQ_000017_000027_bg_6cwDzCzQLCg_000134_000144,50,clean and jerk,dribbling basketball,playing basketball,0.37777382135391235,30,8.508669270668179e-05,4,0.08819324523210526,False,False,False,True,True,-26,0.08810815853939857,"['playing basketball', 'shooting basketball', 'dunking basketball', 'dribbling basketball', 'shooting goal (soccer)', 'juggling soccer ball', 'juggling balls', 'skipping rope', 'playing trumpet', 'playing tennis']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001784_deadlifting_to_clean and jerk_op_zoyTtfU4_000001_000011_bg_XPaLzlrN-4o_000004_000014,50,deadlifting,clean and jerk,juggling soccer ball,0.21334053575992584,17,0.015391062013804913,19,0.014523710124194622,False,False,False,False,False,2,-0.0008673518896102905,"['juggling soccer ball', 'juggling balls', 'climbing a rope', 'punching person (boxing)', 'dribbling basketball', 'playing basketball', 'playing volleyball', 'skipping rope', 'playing tennis', 'bowling']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001788_playing saxophone_to_opening bottle_-zpKHNrNsn4_000226_000236_bg_vH-6RKqfT_c_000001_000011,50,playing saxophone,opening bottle,opening bottle,0.589486300945282,9,0.011045270599424839,1,0.589486300945282,False,False,True,True,True,-8,0.5784410303458571,"['opening bottle', 'drinking', 'driving car', 'punching person (boxing)', 'smoking', 'playing accordion', 'playing violin', 'playing piano', 'playing saxophone', 'bowling']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001792_reading newspaper_to_playing volleyball_XREc823C5zs_000000_000010_bg_4XWyND-u0PA_000023_000033,50,reading newspaper,playing volleyball,juggling soccer ball,0.244398295879364,33,9.332555782748386e-05,3,0.20050466060638428,False,False,False,True,True,-30,0.2004113350485568,"['juggling soccer ball', 'shooting goal (soccer)', 'playing volleyball', 'skipping rope', 'dunking basketball', 'juggling balls', 'dribbling basketball', 'climbing a rope', 'climbing ladder', 'hurdling']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001796_climbing ladder_to_hurdling_wDGmG7C3LIc_000010_000020_bg_Py1QIMNFc80_000116_000126,50,climbing ladder,hurdling,hurdling,0.9730829000473022,3,0.005645585712045431,1,0.9730829000473022,False,True,True,True,True,-2,0.9674373143352568,"['hurdling', 'climbing a rope', 'climbing ladder', 'skipping rope', 'sweeping floor', 'skiing slalom', 'skiing (not slalom or crosscountry)', 'catching or throwing baseball', 'catching or throwing frisbee', 'walking the dog']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001800_driving car_to_playing trumpet_UItbuPersiY_000095_000105_bg_qAl4lWHJHPE_000007_000017,50,driving car,playing trumpet,opening bottle,0.20380426943302155,15,0.015514630824327469,9,0.03358554467558861,False,False,False,False,True,-6,0.01807091385126114,"['opening bottle', 'punching person (boxing)', 'playing saxophone', 'juggling soccer ball', 'playing accordion', 'juggling balls', 'hitting baseball', 'playing piano', 'playing trumpet', 'drinking']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001804_hitting baseball_to_surfing water_hz-SpF35_BE_000111_000121_bg_h723ANamgDY_000011_000021,50,hitting baseball,surfing water,hitting baseball,0.39364704489707947,1,0.39364704489707947,24,0.0008005978306755424,True,True,False,False,False,23,-0.3928464470664039,"['hitting baseball', 'catching or throwing baseball', 'juggling soccer ball', 'shooting goal (soccer)', 'hurdling', 'catching or throwing frisbee', 'skiing slalom', 'climbing a rope', 'skiing (not slalom or crosscountry)', 'flying kite']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001808_sword fighting_to_deadlifting__kcVbo4E2JQ_000101_000111_bg_e8-ya-6rqPw_000051_000061,50,sword fighting,deadlifting,clean and jerk,0.7934260368347168,8,0.00016799838340375572,2,0.20248664915561676,False,False,False,True,True,-6,0.202318650772213,"['clean and jerk', 'deadlifting', 'climbing ladder', 'punching person (boxing)', 'climbing a rope', 'juggling balls', 'hurdling', 'sword fighting', 'hitting baseball', 'dunking basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001812_deadlifting_to_punching person (boxing)_U9zVE_D9kRI_000003_000013_bg_V_rNt-FNMX8_000034_000044,50,deadlifting,punching person (boxing),climbing a rope,0.1318836510181427,13,0.021842733025550842,9,0.035771533846855164,False,False,False,False,True,-4,0.013928800821304321,"['climbing a rope', 'climbing ladder', 'dunking basketball', 'walking the dog', 'surfing water', 'playing basketball', 'dribbling basketball', 'clean and jerk', 'punching person (boxing)', 'juggling balls']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001816_brushing teeth_to_flying kite_A_0bhesqVfA_000024_000034_bg_uHERxfY_li8_000071_000081,50,brushing teeth,flying kite,brushing hair,0.46934714913368225,3,0.06975983083248138,37,0.0017071684123948216,False,True,False,False,False,34,-0.06805266242008656,"['brushing hair', 'eating ice cream', 'brushing teeth', 'eating cake', 'opening bottle', 'climbing a rope', 'sword fighting', 'punching person (boxing)', 'drinking', 'bowling']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001820_surfing water_to_walking the dog_IyXLVTS9qlY_000108_000118_bg_DoH8sIQyOyk_000000_000010,50,surfing water,walking the dog,walking the dog,0.285645455121994,20,0.005436195991933346,1,0.285645455121994,False,False,True,True,True,-19,0.2802092591300607,"['walking the dog', 'cleaning windows', 'climbing a rope', 'sweeping floor', 'juggling soccer ball', 'skipping rope', 'flying kite', 'climbing ladder', 'juggling balls', 'dribbling basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001824_playing bass guitar_to_writing_6xjgr1Ytw8k_000070_000080_bg_-HutuMqTAPw_000275_000285,50,playing bass guitar,writing,playing guitar,0.4973912537097931,2,0.25701215863227844,5,0.026620272547006607,False,True,False,True,False,3,-0.23039188608527184,"['playing guitar', 'playing bass guitar', 'eating cake', 'playing violin', 'writing', 'reading book', 'opening bottle', 'playing accordion', 'playing piano', 'playing trumpet']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001828_bowling_to_catching or throwing baseball_mE6wwBaFaf0_000028_000038_bg_YBIe1eukx1k_000016_000026,50,bowling,catching or throwing baseball,juggling balls,0.3855932056903839,29,0.0007105741533450782,7,0.02604697272181511,False,False,False,False,True,-22,0.02533639856847003,"['juggling balls', 'juggling soccer ball', 'hitting baseball', 'shooting goal (soccer)', 'catching or throwing frisbee', 'playing tennis', 'catching or throwing baseball', 'skipping rope', 'sword fighting', 'shooting basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001832_eating cake_to_shooting basketball_RtJLQHmLW_Q_000003_000013_bg_61Z36GSHLx4_000060_000070,50,eating cake,shooting basketball,dunking basketball,0.18527734279632568,2,0.09885737299919128,7,0.05480894818902016,False,True,False,False,False,5,-0.04404842481017113,"['dunking basketball', 'eating cake', 'dribbling basketball', 'punching person (boxing)', 'juggling soccer ball', 'sword fighting', 'shooting basketball', 'playing basketball', 'skipping rope', 'eating ice cream']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001836_playing saxophone_to_driving car_5bRseNSffik_000455_000465_bg_zHJZKWmq9PQ_000001_000011,50,playing saxophone,driving car,skipping rope,0.3748795986175537,36,0.0005948830512352288,2,0.20320945978164673,False,False,False,True,True,-34,0.2026145767304115,"['skipping rope', 'driving car', 'golf driving', 'dribbling basketball', 'juggling balls', 'climbing ladder', 'dunking basketball', 'playing tennis', 'juggling soccer ball', 'skiing slalom']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001840_tying tie_to_skiing (not slalom or crosscountry)_-irXG0K3Wfo_000126_000136_bg_hUZNKV9XwOw_000005_000015,50,tying tie,skiing (not slalom or crosscountry),tying tie,0.8803125023841858,1,0.8803125023841858,19,0.00024518341524526477,True,True,False,False,False,18,-0.8800673189689405,"['tying tie', 'juggling balls', 'juggling soccer ball', 'playing trumpet', 'playing violin', 'opening bottle', 'brushing teeth', 'skipping rope', 'climbing a rope', 'smoking']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001844_playing piano_to_dunking basketball_mQwjoRqpQro_000103_000113_bg_iV66V2rh6l4_000027_000037,50,playing piano,dunking basketball,juggling balls,0.3140536844730377,37,0.00023652368690818548,7,0.0291527658700943,False,False,False,False,True,-30,0.028916242183186114,"['juggling balls', 'dribbling basketball', 'shooting basketball', 'juggling soccer ball', 'sword fighting', 'playing basketball', 'dunking basketball', 'skipping rope', 'playing volleyball', 'bowling']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001848_cleaning windows_to_brushing hair_9av202uFCa4_000061_000071_bg_i4ddhWXmitw_000001_000011,50,cleaning windows,brushing hair,skipping rope,0.2286355197429657,25,0.005198881030082703,17,0.008829706348478794,False,False,False,False,True,-8,0.0036308253183960915,"['skipping rope', 'juggling balls', 'juggling soccer ball', 'climbing a rope', 'climbing ladder', 'dunking basketball', 'opening bottle', 'dribbling basketball', 'playing basketball', 'sword fighting']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001852_eating ice cream_to_playing basketball_61_ZhRaPtDM_000002_000012_bg_eyUkNXqDkFg_000008_000018,50,eating ice cream,playing basketball,dribbling basketball,0.22967979311943054,30,0.002823598450049758,9,0.025235194712877274,False,False,False,False,True,-21,0.022411596262827516,"['dribbling basketball', 'surfing water', 'juggling soccer ball', 'dunking basketball', 'juggling balls', 'skipping rope', 'shooting goal (soccer)', 'climbing a rope', 'playing basketball', 'catching or throwing baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001856_writing_to_climbing a rope_zR7QR6JxyRs_000124_000134_bg_NhVQFHJqmss_000000_000010,50,writing,climbing a rope,opening bottle,0.18106062710285187,44,0.0010310453362762928,8,0.04149990901350975,False,False,False,False,True,-36,0.04046886367723346,"['opening bottle', 'surfing water', 'juggling soccer ball', 'juggling balls', 'dribbling basketball', 'punching person (boxing)', 'cleaning windows', 'climbing a rope', 'catching or throwing baseball', 'sweeping floor']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001860_sword fighting_to_skiing (not slalom or crosscountry)_x4Img8HKxJ4_000034_000044_bg_-fs4VkPaYRw_000050_000060,50,sword fighting,skiing (not slalom or crosscountry),climbing a rope,0.1828799843788147,22,0.002901073545217514,3,0.11485251784324646,False,False,False,True,True,-19,0.11195144429802895,"['climbing a rope', 'juggling soccer ball', 'skiing (not slalom or crosscountry)', 'surfing water', 'skiing slalom', 'juggling balls', 'climbing ladder', 'dunking basketball', 'flying kite', 'skipping rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001868_juggling soccer ball_to_playing trumpet_cVCLApgzN58_000009_000019_bg_yArpJ36B3Co_000049_000059,50,juggling soccer ball,playing trumpet,skipping rope,0.30074983835220337,2,0.1303880363702774,35,0.0005277430173009634,False,True,False,False,False,33,-0.12986029335297644,"['skipping rope', 'juggling soccer ball', 'dribbling basketball', 'hurdling', 'sweeping floor', 'playing basketball', 'dunking basketball', 'climbing a rope', 'shooting goal (soccer)', 'juggling balls']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001872_playing piano_to_eating cake_4mQP7S4EGwg_000020_000030_bg_7U9X4LXCR60_000001_000011,50,playing piano,eating cake,cleaning windows,0.4063257575035095,3,0.14578580856323242,19,0.003672041231766343,False,True,False,False,False,16,-0.14211376733146608,"['cleaning windows', 'surfing water', 'playing piano', 'brushing teeth', 'playing accordion', 'playing saxophone', 'playing trumpet', 'drinking', 'opening bottle', 'reading newspaper']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001876_sweeping floor_to_shooting basketball_k884aDwlkFo_000001_000011_bg_0sCSK1Ox5Ts_000046_000056,50,sweeping floor,shooting basketball,dribbling basketball,0.7114347219467163,36,1.4807779734837823e-05,3,0.08540632575750351,False,False,False,True,True,-33,0.08539151797776867,"['dribbling basketball', 'playing basketball', 'shooting basketball', 'dunking basketball', 'juggling soccer ball', 'skipping rope', 'juggling balls', 'playing tennis', 'shooting goal (soccer)', 'climbing a rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001880_climbing ladder_to_driving car_CPOL0ueBo4U_000010_000020_bg_YpdZcPIS4nI_000112_000122,50,climbing ladder,driving car,driving car,0.5575681328773499,8,0.024963531643152237,1,0.5575681328773499,False,False,True,True,True,-7,0.5326046012341976,"['driving car', 'climbing a rope', 'skipping rope', 'golf driving', 'juggling soccer ball', 'dribbling basketball', 'cleaning windows', 'climbing ladder', 'juggling balls', 'flying kite']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001884_juggling balls_to_brushing teeth_H1HLH6V2bU4_000035_000045_bg_5nfCdm_Dab8_000049_000059,50,juggling balls,brushing teeth,juggling soccer ball,0.45121681690216064,2,0.39061257243156433,11,0.006485431455075741,False,True,False,False,False,9,-0.3841271409764886,"['juggling soccer ball', 'juggling balls', 'skipping rope', 'playing trumpet', 'cleaning windows', 'playing violin', 'playing accordion', 'opening bottle', 'punching person (boxing)', 'shooting goal (soccer)']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001888_sword fighting_to_drinking_WilGS1NzncU_000029_000039_bg_9k1BELbdCr4_000055_000065,50,sword fighting,drinking,punching person (boxing),0.11304494738578796,3,0.06378062069416046,32,0.005978195462375879,False,True,False,False,False,29,-0.05780242523178458,"['punching person (boxing)', 'cleaning windows', 'sword fighting', 'surfing water', 'clean and jerk', 'sweeping floor', 'dunking basketball', 'playing saxophone', 'shooting basketball', 'playing violin']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001892_shooting basketball_to_punching person (boxing)_kKxFlb2rITE_000123_000133_bg_ZBaXmIE2sLQ_000005_000015,50,shooting basketball,punching person (boxing),clean and jerk,0.5948491096496582,16,0.001327185076661408,2,0.2649604380130768,False,False,False,True,True,-14,0.2636332529364154,"['clean and jerk', 'punching person (boxing)', 'climbing a rope', 'juggling balls', 'juggling soccer ball', 'climbing ladder', 'sword fighting', 'skipping rope', 'shooting goal (soccer)', 'deadlifting']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001896_catching or throwing frisbee_to_skipping rope_qMGREwwh4xQ_000068_000078_bg_C6rMq3kjz1A_000023_000033,50,catching or throwing frisbee,skipping rope,skipping rope,0.24771222472190857,19,0.003337075700983405,1,0.24771222472190857,False,False,True,True,True,-18,0.24437514902092516,"['skipping rope', 'dribbling basketball', 'juggling soccer ball', 'clean and jerk', 'juggling balls', 'playing volleyball', 'bowling', 'dunking basketball', 'shooting basketball', 'playing basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001900_drinking_to_walking the dog_FHuwsNkjQvA_001339_001349_bg_pprpfyJDcj4_000009_000019,50,drinking,walking the dog,punching person (boxing),0.11011534184217453,3,0.07278069108724594,40,0.005761663429439068,False,True,False,False,False,37,-0.06701902765780687,"['punching person (boxing)', 'hitting baseball', 'drinking', 'smoking', 'playing saxophone', 'playing trumpet', 'tying tie', 'eating cake', 'driving car', 'eating ice cream']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001904_shooting basketball_to_playing bass guitar_7hyIcy24W-s_000003_000013_bg_0Pdt1UFwVn4_000371_000381,50,shooting basketball,playing bass guitar,juggling soccer ball,0.6485258936882019,13,0.004303997382521629,18,0.0017207625787705183,False,False,False,False,False,5,-0.002583234803751111,"['juggling soccer ball', 'skipping rope', 'playing volleyball', 'juggling balls', 'shooting goal (soccer)', 'playing tennis', 'playing basketball', 'dribbling basketball', 'catching or throwing frisbee', 'playing violin']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001908_climbing ladder_to_eating cake_C3EwcscJQ1I_000002_000012_bg_ntDFgioEXGE_000022_000032,50,climbing ladder,eating cake,sweeping floor,0.7040796875953674,21,0.0026511407922953367,15,0.0039351629093289375,False,False,False,False,True,-6,0.0012840221170336008,"['sweeping floor', 'skipping rope', 'skiing slalom', 'climbing a rope', 'sword fighting', 'playing violin', 'dribbling basketball', 'surfing water', 'dunking basketball', 'hurdling']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001912_hitting baseball_to_tying tie_Fz16t9SrF3U_000080_000090_bg_mHlVB_CxXGE_000043_000053,50,hitting baseball,tying tie,hitting baseball,0.6185681819915771,1,0.6185681819915771,48,1.6888567188289016e-05,True,True,False,False,False,47,-0.6185512934243889,"['hitting baseball', 'catching or throwing baseball', 'skiing slalom', 'hurdling', 'sweeping floor', 'skiing (not slalom or crosscountry)', 'cleaning windows', 'golf driving', 'sword fighting', 'juggling soccer ball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001916_playing tennis_to_golf driving_PbaPKt859FA_000005_000015_bg_VElrGmw_YXA_000079_000089,50,playing tennis,golf driving,shooting goal (soccer),0.8178042769432068,7,0.0013502672081813216,3,0.07434467226266861,False,False,False,True,True,-4,0.07299440505448729,"['shooting goal (soccer)', 'juggling soccer ball', 'golf driving', 'catching or throwing frisbee', 'juggling balls', 'hitting baseball', 'playing tennis', 'catching or throwing baseball', 'flying kite', 'dribbling basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001920_skipping rope_to_drinking_Prf1lu4ITXw_000002_000012_bg_S6dtKmCVqNY_000125_000135,50,skipping rope,drinking,skiing slalom,0.22953277826309204,16,0.012978902086615562,40,0.0012141233310103416,False,False,False,False,False,24,-0.01176477875560522,"['skiing slalom', 'flying kite', 'hurdling', 'skiing (not slalom or crosscountry)', 'dunking basketball', 'sword fighting', 'climbing ladder', 'climbing a rope', 'hitting baseball', 'dribbling basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001924_smoking_to_playing tennis_nEj81RffXqs_000003_000013_bg_04qp3eQSmJc_000106_000116,50,smoking,playing tennis,playing tennis,0.8151747584342957,29,0.0001899731723824516,1,0.8151747584342957,False,False,True,True,True,-28,0.8149847852619132,"['playing tennis', 'sweeping floor', 'dribbling basketball', 'juggling soccer ball', 'dunking basketball', 'shooting goal (soccer)', 'hitting baseball', 'playing basketball', 'shooting basketball', 'juggling balls']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001928_dribbling basketball_to_playing volleyball_M_2WkaKWe5M_000000_000010_bg_XPacZXZ8wcM_000743_000753,50,dribbling basketball,playing volleyball,juggling soccer ball,0.31655004620552063,3,0.1702449470758438,12,0.010367908515036106,False,True,False,False,False,9,-0.1598770385608077,"['juggling soccer ball', 'shooting goal (soccer)', 'dribbling basketball', 'hitting baseball', 'juggling balls', 'playing basketball', 'catching or throwing frisbee', 'skipping rope', 'playing tennis', 'catching or throwing baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001932_playing tennis_to_skiing (not slalom or crosscountry)_eVOwQGj0ImI_000464_000474_bg_exuvry-vs2Q_000092_000102,50,playing tennis,skiing (not slalom or crosscountry),skiing slalom,0.5553291440010071,20,0.00019466286175884306,2,0.39501953125,False,False,False,True,True,-18,0.39482486838824116,"['skiing slalom', 'skiing (not slalom or crosscountry)', 'juggling soccer ball', 'shooting goal (soccer)', 'juggling balls', 'skipping rope', 'hurdling', 'hitting baseball', 'catching or throwing frisbee', 'catching or throwing baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001936_bowling_to_canoeing or kayaking_eU7Ht6zJcyk_000003_000013_bg_kaFzwyb3Cu0_000171_000181,50,bowling,canoeing or kayaking,climbing a rope,0.25206074118614197,47,0.00034049947862513363,5,0.0494028702378273,False,False,False,True,True,-42,0.04906237075920217,"['climbing a rope', 'flying kite', 'archery', 'surfing water', 'canoeing or kayaking', 'playing violin', 'opening bottle', 'catching or throwing frisbee', 'smoking', 'drinking']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001940_catching or throwing frisbee_to_shooting basketball_AsoqLaO8YJ8_000001_000011_bg_vSM5jtE1qcc_000001_000011,50,catching or throwing frisbee,shooting basketball,dribbling basketball,0.5349768996238708,10,0.002857455052435398,4,0.061623137444257736,False,False,False,True,True,-6,0.05876568239182234,"['dribbling basketball', 'playing basketball', 'dunking basketball', 'shooting basketball', 'juggling soccer ball', 'skipping rope', 'shooting goal (soccer)', 'juggling balls', 'playing tennis', 'catching or throwing frisbee']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001944_playing guitar_to_dunking basketball_PWk72vKZQNU_000071_000081_bg_rmtX8p-42Lg_000005_000015,50,playing guitar,dunking basketball,playing guitar,0.8035376667976379,1,0.8035376667976379,24,5.017908915760927e-05,True,True,False,False,False,23,-0.8034874877084803,"['playing guitar', 'playing bass guitar', 'playing violin', 'playing accordion', 'playing saxophone', 'playing trumpet', 'writing', 'playing piano', 'juggling balls', 'opening bottle']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001948_hitting baseball_to_playing trumpet_bymUsSbe7xQ_000155_000165_bg_umQ5vv15kg4_000086_000096,50,hitting baseball,playing trumpet,juggling soccer ball,0.7161771059036255,8,0.003135810373350978,33,0.0001630585902603343,False,False,False,False,False,25,-0.0029727517830906436,"['juggling soccer ball', 'juggling balls', 'dunking basketball', 'playing basketball', 'dribbling basketball', 'playing volleyball', 'shooting basketball', 'hitting baseball', 'skipping rope', 'catching or throwing baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001952_climbing ladder_to_skiing slalom_onTr60LSH5Q_000011_000021_bg_Zajrgco48XM_000010_000020,50,climbing ladder,skiing slalom,skiing slalom,0.4699249565601349,37,7.137904322007671e-05,1,0.4699249565601349,False,False,True,True,True,-36,0.4698535775169148,"['skiing slalom', 'skiing (not slalom or crosscountry)', 'shooting goal (soccer)', 'juggling soccer ball', 'flying kite', 'playing volleyball', 'surfing water', 'playing basketball', 'dribbling basketball', 'cleaning windows']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001956_tying tie_to_driving car_hvSrk8GIO-E_000113_000123_bg_plJH3_MfYzg_000396_000406,50,tying tie,driving car,driving car,0.25077569484710693,10,0.016001859679818153,1,0.25077569484710693,False,False,True,True,True,-9,0.23477383516728878,"['driving car', 'opening bottle', 'climbing a rope', 'juggling balls', 'juggling soccer ball', 'eating ice cream', 'flying kite', 'smoking', 'eating cake', 'tying tie']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001960_punching person (boxing)_to_skiing (not slalom or crosscountry)_6xJjmvMgRs4_000187_000197_bg_GS3C6pgGeus_000039_000049,50,punching person (boxing),skiing (not slalom or crosscountry),skiing slalom,0.8110659122467041,4,0.0021506750490516424,2,0.17639200389385223,False,True,False,True,True,-2,0.1742413288448006,"['skiing slalom', 'skiing (not slalom or crosscountry)', 'sword fighting', 'punching person (boxing)', 'shooting goal (soccer)', 'hurdling', 'clean and jerk', 'skipping rope', 'dunking basketball', 'hitting baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001964_playing accordion_to_brushing hair_bei0Be7pJQA_000032_000042_bg_a2WgvBUiNE0_000144_000154,50,playing accordion,brushing hair,playing accordion,0.22759677469730377,1,0.22759677469730377,2,0.18452031910419464,True,True,False,True,False,1,-0.04307645559310913,"['playing accordion', 'brushing hair', 'opening bottle', 'drinking', 'juggling soccer ball', 'eating cake', 'brushing teeth', 'playing saxophone', 'juggling balls', 'hitting baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001968_playing bass guitar_to_walking the dog_--GF746y6UM_000496_000506_bg_Gi5sXnt1cBM_000034_000044,50,playing bass guitar,walking the dog,cleaning windows,0.20974905788898468,16,0.014141875319182873,20,0.011814671568572521,False,False,False,False,False,4,-0.0023272037506103516,"['cleaning windows', 'juggling balls', 'juggling soccer ball', 'playing accordion', 'opening bottle', 'playing violin', 'surfing water', 'writing', 'climbing a rope', 'brushing hair']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001972_juggling balls_to_brushing teeth_XlPoRfrrvNs_000000_000010_bg_2agWm6N2260_000000_000010,50,juggling balls,brushing teeth,dunking basketball,0.2591949701309204,2,0.10997971892356873,12,0.016996823251247406,False,True,False,False,False,10,-0.09298289567232132,"['dunking basketball', 'juggling balls', 'surfing water', 'playing basketball', 'juggling soccer ball', 'dribbling basketball', 'playing trumpet', 'sword fighting', 'shooting basketball', 'playing saxophone']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001976_juggling balls_to_drinking_fK5hfUOo1PY_000023_000033_bg_QrWquDo7TzE_000126_000136,50,juggling balls,drinking,climbing a rope,0.396964430809021,8,0.020480945706367493,32,0.001888686092570424,False,False,False,False,False,24,-0.01859225961379707,"['climbing a rope', 'climbing ladder', 'skipping rope', 'bowling', 'hurdling', 'surfing water', 'juggling soccer ball', 'juggling balls', 'playing volleyball', 'sweeping floor']"
