label,youtube_id,full_path,num_files,time_start,time_end
punching person (boxing),3B0kzEJ76aU,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/3B0kzEJ76aU_000047_000057,300,47,57
punching person (boxing),59-9QPuRgVs,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/59-9QPuRgVs_000036_000046,300,36,46
punching person (boxing),SV4xsPUYjP0,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/SV4xsPUYjP0_000074_000084,300,74,84
punching person (boxing),V_rNt-FNMX8,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/V_rNt-FNMX8_000034_000044,300,34,44
punching person (boxing),YGyUq_eiXO4,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/YGyUq_eiXO4_000097_000107,300,97,107
punching person (boxing),iZabHOHLXyE,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/iZabHOHLXyE_000269_000279,300,269,279
punching person (boxing),xxWhTcGLnNM,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/xxWhTcGLnNM_000015_000025,300,15,25
punching person (boxing),JygCN8HSbcQ,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/JygCN8HSbcQ_000007_000017,300,7,17
punching person (boxing),VsX3y5vPBbM,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/VsX3y5vPBbM_000074_000084,300,74,84
punching person (boxing),9fEKX0jlAJs,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/9fEKX0jlAJs_000095_000105,300,95,105
punching person (boxing),JosqyNGpXfs,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/JosqyNGpXfs_000208_000218,300,208,218
punching person (boxing),Rdx4XofKACw,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/Rdx4XofKACw_000021_000031,200,21,31
punching person (boxing),b21vN3Tgm1Y,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/b21vN3Tgm1Y_000051_000061,300,51,61
punching person (boxing),UL0MlmAzn6Y,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/UL0MlmAzn6Y_000376_000386,300,376,386
punching person (boxing),BKKZwGtb0HQ,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/BKKZwGtb0HQ_000140_000150,300,140,150
punching person (boxing),ZBaXmIE2sLQ,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/ZBaXmIE2sLQ_000005_000015,300,5,15
punching person (boxing),jpjRqIqSX2U,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/jpjRqIqSX2U_000688_000698,300,688,698
punching person (boxing),6xJjmvMgRs4,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/6xJjmvMgRs4_000187_000197,300,187,197
punching person (boxing),tEdzFdrwopw,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/tEdzFdrwopw_000008_000018,300,8,18
punching person (boxing),cuoqBzkii1Q,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/cuoqBzkii1Q_000094_000104,300,94,104
punching person (boxing),aEfN-E9ZGTo,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/aEfN-E9ZGTo_000209_000219,300,209,219
punching person (boxing),tTF7h1fwZeg,/n/fs/visualai-scr/Data/HAT2/seg/punching person (boxing)/tTF7h1fwZeg_000381_000391,300,381,391
playing accordion,SYGDjUNLYB8,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/SYGDjUNLYB8_000170_000180,300,170,180
playing accordion,tCCzoeyYHbY,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/tCCzoeyYHbY_000007_000017,300,7,17
playing accordion,qzL4t7E-ZNw,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/qzL4t7E-ZNw_000013_000023,300,13,23
playing accordion,HehkBOvgFAY,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/HehkBOvgFAY_000081_000091,300,81,91
playing accordion,OtUxN7tXEXU,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/OtUxN7tXEXU_000049_000059,300,49,59
playing accordion,hOSWyMZvWec,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/hOSWyMZvWec_000070_000080,300,70,80
playing accordion,N3xWCui6fNY,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/N3xWCui6fNY_000001_000011,300,1,11
playing accordion,bei0Be7pJQA,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/bei0Be7pJQA_000032_000042,300,32,42
playing accordion,yiIpsWdwxwk,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/yiIpsWdwxwk_000024_000034,300,24,34
playing accordion,UBvJD2xjtvY,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/UBvJD2xjtvY_000000_000010,300,0,10
playing accordion,0yyodmE6cGg,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/0yyodmE6cGg_000463_000473,300,463,473
playing accordion,fo6pBl3CM7s,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/fo6pBl3CM7s_000064_000074,300,64,74
playing accordion,bChPXNG4JZc,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/bChPXNG4JZc_000059_000069,300,59,69
playing accordion,yX4IfOAat4s,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/yX4IfOAat4s_000001_000011,300,1,11
playing accordion,jEeV0LPXPxI,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/jEeV0LPXPxI_000015_000025,300,15,25
playing accordion,Pl3bGArc5vI,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/Pl3bGArc5vI_000084_000094,300,84,94
playing accordion,yU1D-OMYw6o,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/yU1D-OMYw6o_000020_000030,277,20,30
playing accordion,V6li0T_bsw4,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/V6li0T_bsw4_000008_000018,300,8,18
playing accordion,k8ahScpAUMc,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/k8ahScpAUMc_000105_000115,300,105,115
playing accordion,YgXLcOtQcSg,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/YgXLcOtQcSg_000028_000038,279,28,38
playing accordion,qItJwyMMie8,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/qItJwyMMie8_000371_000381,300,371,381
playing accordion,nrF8FOuvACg,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/nrF8FOuvACg_000127_000137,300,127,137
playing accordion,rVw05V3fI88,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/rVw05V3fI88_000038_000048,300,38,48
playing accordion,hDeDDXismDU,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/hDeDDXismDU_000006_000016,300,6,16
playing accordion,mEko7SMbIJg,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/mEko7SMbIJg_000094_000104,300,94,104
playing accordion,g5eC8EsmIXo,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/g5eC8EsmIXo_000030_000040,300,30,40
playing accordion,LxwtZ6YMyNk,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/LxwtZ6YMyNk_000103_000113,300,103,113
playing accordion,U_D-B-xXgys,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/U_D-B-xXgys_000056_000066,300,56,66
playing accordion,pCIVES7QhyQ,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/pCIVES7QhyQ_000002_000012,300,2,12
playing accordion,CeRJMNdNR90,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/CeRJMNdNR90_000026_000036,300,26,36
playing accordion,fK4kD8fXswE,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/fK4kD8fXswE_000037_000047,289,37,47
playing accordion,DYyukPFYRUg,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/DYyukPFYRUg_000006_000016,300,6,16
playing accordion,6-t-BUbr8V4,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/6-t-BUbr8V4_000005_000015,300,5,15
playing accordion,BXdLkM8ed2c,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/BXdLkM8ed2c_000086_000096,300,86,96
playing accordion,EIJGzKnlMRM,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/EIJGzKnlMRM_000014_000024,300,14,24
playing accordion,NP7yfmnxohw,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/NP7yfmnxohw_000010_000020,300,10,20
playing accordion,GgOCTNRyCpg,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/GgOCTNRyCpg_000002_000012,300,2,12
playing accordion,xNz65ouVPGo,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/xNz65ouVPGo_000076_000086,300,76,86
playing accordion,5YOdoN7vlsI,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/5YOdoN7vlsI_000071_000081,600,71,81
playing accordion,2GhcqTJoEaI,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/2GhcqTJoEaI_000017_000027,300,17,27
playing accordion,GqIVXd-dtis,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/GqIVXd-dtis_000065_000075,300,65,75
playing accordion,1gQkxY9-sL4,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/1gQkxY9-sL4_000006_000016,300,6,16
playing accordion,syp1O0cjens,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/syp1O0cjens_000038_000048,300,38,48
playing accordion,v81yYiZTOtw,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/v81yYiZTOtw_000055_000065,300,55,65
playing accordion,T97WL2cKD6M,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/T97WL2cKD6M_000015_000025,300,15,25
playing accordion,Psktdk-zi2I,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/Psktdk-zi2I_000060_000070,300,60,70
playing accordion,MCSdMEXMg9w,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/MCSdMEXMg9w_000025_000035,300,25,35
playing accordion,ABnQrFG971o,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/ABnQrFG971o_000007_000017,300,7,17
playing accordion,vHLLAEj3Cl8,/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/vHLLAEj3Cl8_000000_000010,300,0,10
archery,5rElcI860iU,/n/fs/visualai-scr/Data/HAT2/seg/archery/5rElcI860iU_000075_000085,300,75,85
archery,VADKkEVjQrU,/n/fs/visualai-scr/Data/HAT2/seg/archery/VADKkEVjQrU_001656_001666,300,1656,1666
archery,erSoY-STyBQ,/n/fs/visualai-scr/Data/HAT2/seg/archery/erSoY-STyBQ_000207_000217,301,207,217
archery,7RpY62s_AfY,/n/fs/visualai-scr/Data/HAT2/seg/archery/7RpY62s_AfY_000056_000066,300,56,66
archery,mnUVG7T6iKg,/n/fs/visualai-scr/Data/HAT2/seg/archery/mnUVG7T6iKg_000109_000119,300,109,119
archery,h6d2C-RWOTw,/n/fs/visualai-scr/Data/HAT2/seg/archery/h6d2C-RWOTw_000003_000013,300,3,13
archery,CjMcGn6C3h0,/n/fs/visualai-scr/Data/HAT2/seg/archery/CjMcGn6C3h0_000003_000013,26,3,13
archery,c0cYF6RwWmg,/n/fs/visualai-scr/Data/HAT2/seg/archery/c0cYF6RwWmg_000003_000013,300,3,13
archery,FzfqEd36YbY,/n/fs/visualai-scr/Data/HAT2/seg/archery/FzfqEd36YbY_001101_001111,300,1101,1111
archery,6hZC8cEONUw,/n/fs/visualai-scr/Data/HAT2/seg/archery/6hZC8cEONUw_000020_000030,300,20,30
archery,-Qz25rXdMjE,/n/fs/visualai-scr/Data/HAT2/seg/archery/-Qz25rXdMjE_000014_000024,300,14,24
archery,4hxnP0stMN0,/n/fs/visualai-scr/Data/HAT2/seg/archery/4hxnP0stMN0_000003_000013,300,3,13
archery,4wXnaqEDh3c,/n/fs/visualai-scr/Data/HAT2/seg/archery/4wXnaqEDh3c_000014_000024,300,14,24
archery,Jck4NlSIX-I,/n/fs/visualai-scr/Data/HAT2/seg/archery/Jck4NlSIX-I_000019_000029,301,19,29
archery,S0Xwh6F6tz0,/n/fs/visualai-scr/Data/HAT2/seg/archery/S0Xwh6F6tz0_000031_000041,300,31,41
archery,O9cTHUPbLE8,/n/fs/visualai-scr/Data/HAT2/seg/archery/O9cTHUPbLE8_000090_000100,300,90,100
archery,qhUuaUIH9iU,/n/fs/visualai-scr/Data/HAT2/seg/archery/qhUuaUIH9iU_000000_000010,300,0,10
archery,36E29x22tnQ,/n/fs/visualai-scr/Data/HAT2/seg/archery/36E29x22tnQ_000018_000028,300,18,28
archery,aYRujsj9Z_Q,/n/fs/visualai-scr/Data/HAT2/seg/archery/aYRujsj9Z_Q_000060_000070,301,60,70
archery,cIyLDvGWT6I,/n/fs/visualai-scr/Data/HAT2/seg/archery/cIyLDvGWT6I_000001_000011,300,1,11
archery,27jJKXiB9Y8,/n/fs/visualai-scr/Data/HAT2/seg/archery/27jJKXiB9Y8_000009_000019,300,9,19
archery,IcXj4je-tto,/n/fs/visualai-scr/Data/HAT2/seg/archery/IcXj4je-tto_000000_000010,300,0,10
archery,Jfl-1zWi2Go,/n/fs/visualai-scr/Data/HAT2/seg/archery/Jfl-1zWi2Go_000654_000664,300,654,664
archery,9W09aRkVYC4,/n/fs/visualai-scr/Data/HAT2/seg/archery/9W09aRkVYC4_000004_000014,300,4,14
archery,MrI8XlHC4p0,/n/fs/visualai-scr/Data/HAT2/seg/archery/MrI8XlHC4p0_000000_000010,300,0,10
archery,ZCz5i5RGe_Y,/n/fs/visualai-scr/Data/HAT2/seg/archery/ZCz5i5RGe_Y_000004_000014,300,4,14
archery,k-BFTm62viE,/n/fs/visualai-scr/Data/HAT2/seg/archery/k-BFTm62viE_000002_000012,207,2,12
archery,rqIe-C6nEv0,/n/fs/visualai-scr/Data/HAT2/seg/archery/rqIe-C6nEv0_000004_000014,252,4,14
archery,8f0U0oGyugQ,/n/fs/visualai-scr/Data/HAT2/seg/archery/8f0U0oGyugQ_000007_000017,300,7,17
archery,pMRAH0hgqB8,/n/fs/visualai-scr/Data/HAT2/seg/archery/pMRAH0hgqB8_000014_000024,300,14,24
archery,_kQSkEioc08,/n/fs/visualai-scr/Data/HAT2/seg/archery/_kQSkEioc08_000005_000015,300,5,15
archery,v66KBZB9N-A,/n/fs/visualai-scr/Data/HAT2/seg/archery/v66KBZB9N-A_000000_000010,300,0,10
archery,3hoSk280ndk,/n/fs/visualai-scr/Data/HAT2/seg/archery/3hoSk280ndk_000025_000035,202,25,35
archery,0S-P4lr_c7s,/n/fs/visualai-scr/Data/HAT2/seg/archery/0S-P4lr_c7s_000022_000032,300,22,32
archery,2x1lIrgKxYo,/n/fs/visualai-scr/Data/HAT2/seg/archery/2x1lIrgKxYo_000589_000599,300,589,599
archery,hIgj5icZe7M,/n/fs/visualai-scr/Data/HAT2/seg/archery/hIgj5icZe7M_000133_000143,300,133,143
archery,oZ0QUyB18Zg,/n/fs/visualai-scr/Data/HAT2/seg/archery/oZ0QUyB18Zg_000178_000188,300,178,188
archery,u2uhrc0GBOo,/n/fs/visualai-scr/Data/HAT2/seg/archery/u2uhrc0GBOo_000034_000044,196,34,44
archery,uZ-pG-axjK4,/n/fs/visualai-scr/Data/HAT2/seg/archery/uZ-pG-axjK4_000481_000491,300,481,491
archery,RkjX0nbJJow,/n/fs/visualai-scr/Data/HAT2/seg/archery/RkjX0nbJJow_000338_000348,300,338,348
archery,oz3ruRsh-HY,/n/fs/visualai-scr/Data/HAT2/seg/archery/oz3ruRsh-HY_000517_000527,300,517,527
archery,3and4vWkW4s,/n/fs/visualai-scr/Data/HAT2/seg/archery/3and4vWkW4s_000011_000021,300,11,21
archery,vCV2BCbibRc,/n/fs/visualai-scr/Data/HAT2/seg/archery/vCV2BCbibRc_000002_000012,300,2,12
archery,-UJgyiWe500,/n/fs/visualai-scr/Data/HAT2/seg/archery/-UJgyiWe500_000029_000039,300,29,39
archery,E15fuG-tYGM,/n/fs/visualai-scr/Data/HAT2/seg/archery/E15fuG-tYGM_000014_000024,151,14,24
archery,xrAuik7Wxns,/n/fs/visualai-scr/Data/HAT2/seg/archery/xrAuik7Wxns_000036_000046,300,36,46
archery,pWOl7B7jf0U,/n/fs/visualai-scr/Data/HAT2/seg/archery/pWOl7B7jf0U_000000_000010,173,0,10
archery,4x9AMmWhCzw,/n/fs/visualai-scr/Data/HAT2/seg/archery/4x9AMmWhCzw_000004_000014,300,4,14
archery,it-IIR-qUIg,/n/fs/visualai-scr/Data/HAT2/seg/archery/it-IIR-qUIg_000150_000160,300,150,160
archery,89Tu6aUtOYQ,/n/fs/visualai-scr/Data/HAT2/seg/archery/89Tu6aUtOYQ_000003_000013,300,3,13
catching or throwing frisbee,fUzOLT_MHww,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/fUzOLT_MHww_000019_000029,300,19,29
catching or throwing frisbee,eQJqS2PM-SA,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/eQJqS2PM-SA_000002_000012,300,2,12
catching or throwing frisbee,9RKVtmshPrg,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/9RKVtmshPrg_000014_000024,300,14,24
catching or throwing frisbee,-0vBGWkPoq4,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/-0vBGWkPoq4_000031_000041,300,31,41
catching or throwing frisbee,cMVEIKYF7Ps,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/cMVEIKYF7Ps_000105_000115,300,105,115
catching or throwing frisbee,HV0Hs4UysUM,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/HV0Hs4UysUM_000004_000014,300,4,14
catching or throwing frisbee,ao7SWGSkbGk,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/ao7SWGSkbGk_000000_000010,300,0,10
catching or throwing frisbee,bJa17ELAtig,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/bJa17ELAtig_000000_000010,148,0,10
catching or throwing frisbee,FS6PGrmnylo,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/FS6PGrmnylo_000002_000012,300,2,12
catching or throwing frisbee,VhikQMUP_Ak,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/VhikQMUP_Ak_000013_000023,300,13,23
catching or throwing frisbee,ursxaisH0eI,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/ursxaisH0eI_000004_000014,300,4,14
catching or throwing frisbee,XbDTCf515XE,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/XbDTCf515XE_000004_000014,300,4,14
catching or throwing frisbee,RVFuHGeytLs,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/RVFuHGeytLs_000002_000012,65,2,12
catching or throwing frisbee,W9sNq_-j1Nc,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/W9sNq_-j1Nc_000020_000030,300,20,30
catching or throwing frisbee,4H47F7sZHLo,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/4H47F7sZHLo_000044_000054,251,44,54
catching or throwing frisbee,a6KJuGCozc4,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/a6KJuGCozc4_000014_000024,300,14,24
catching or throwing frisbee,i2SUnUVgzCQ,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/i2SUnUVgzCQ_000044_000054,300,44,54
catching or throwing frisbee,9EioUfhATcw,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/9EioUfhATcw_000004_000014,212,4,14
catching or throwing frisbee,qMGREwwh4xQ,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/qMGREwwh4xQ_000068_000078,300,68,78
catching or throwing frisbee,v-YI47Q0Mv4,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/v-YI47Q0Mv4_000000_000010,300,0,10
catching or throwing frisbee,YfH1ToPwjj4,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/YfH1ToPwjj4_000001_000011,300,1,11
catching or throwing frisbee,bvm4SNvop34,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/bvm4SNvop34_000010_000020,211,10,20
catching or throwing frisbee,7XsWZFqAl8E,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/7XsWZFqAl8E_000008_000018,224,8,18
catching or throwing frisbee,KMoWLHn5rXA,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/KMoWLHn5rXA_000035_000045,281,35,45
catching or throwing frisbee,jEi37FhW-9s,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/jEi37FhW-9s_000008_000018,300,8,18
catching or throwing frisbee,5w7-2_KAP2k,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/5w7-2_KAP2k_000006_000016,300,6,16
catching or throwing frisbee,71Rq1rCY7N4,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/71Rq1rCY7N4_000069_000079,301,69,79
catching or throwing frisbee,Fi1TkpzQG78,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/Fi1TkpzQG78_000154_000164,300,154,164
catching or throwing frisbee,_cyz8Z0xjwg,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/_cyz8Z0xjwg_000088_000098,300,88,98
catching or throwing frisbee,RxgW7Hdn4YM,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/RxgW7Hdn4YM_000006_000016,174,6,16
catching or throwing frisbee,BpjfZYjF7W0,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/BpjfZYjF7W0_000049_000059,300,49,59
catching or throwing frisbee,KvgYLMfQh8Q,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/KvgYLMfQh8Q_000012_000022,300,12,22
catching or throwing frisbee,FzYUhtv41XY,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/FzYUhtv41XY_000041_000051,300,41,51
catching or throwing frisbee,AxgWfYvA-Zo,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/AxgWfYvA-Zo_000008_000018,300,8,18
catching or throwing frisbee,msM89IKC3dc,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/msM89IKC3dc_000004_000014,300,4,14
catching or throwing frisbee,VCiihiWyHGU,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/VCiihiWyHGU_000024_000034,300,24,34
catching or throwing frisbee,0lO-ekw5nI4,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/0lO-ekw5nI4_000033_000043,300,33,43
catching or throwing frisbee,0ZmrdX0DFMA,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/0ZmrdX0DFMA_000169_000179,300,169,179
catching or throwing frisbee,rlnvv7YF2J0,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/rlnvv7YF2J0_000042_000052,300,42,52
catching or throwing frisbee,jKqDnoY4S5s,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/jKqDnoY4S5s_000001_000011,272,1,11
catching or throwing frisbee,-6k2ntyDP-c,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/-6k2ntyDP-c_000047_000057,300,47,57
catching or throwing frisbee,AsoqLaO8YJ8,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/AsoqLaO8YJ8_000001_000011,300,1,11
catching or throwing frisbee,m2x1NEHe7A0,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/m2x1NEHe7A0_000069_000079,300,69,79
catching or throwing frisbee,DR0WB_0vn90,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/DR0WB_0vn90_000062_000072,300,62,72
catching or throwing frisbee,qNcTjhOhg0M,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/qNcTjhOhg0M_000005_000015,300,5,15
catching or throwing frisbee,U0ktmc6Jgek,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/U0ktmc6Jgek_000041_000051,300,41,51
catching or throwing frisbee,MsfeeRqyaa4,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/MsfeeRqyaa4_000003_000013,300,3,13
catching or throwing frisbee,RlFMUo-__JE,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/RlFMUo-__JE_000017_000027,300,17,27
catching or throwing frisbee,fEIv2ECvymg,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/fEIv2ECvymg_000002_000012,138,2,12
catching or throwing frisbee,xbwxysJ8Cjs,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/xbwxysJ8Cjs_000015_000025,220,15,25
drinking,PkxtlwDr4AU,/n/fs/visualai-scr/Data/HAT2/seg/drinking/PkxtlwDr4AU_000073_000083,300,73,83
drinking,Wd8Kz1XRpdg,/n/fs/visualai-scr/Data/HAT2/seg/drinking/Wd8Kz1XRpdg_000086_000096,300,86,96
drinking,izyX566EIwo,/n/fs/visualai-scr/Data/HAT2/seg/drinking/izyX566EIwo_000050_000060,300,50,60
drinking,caFV09HNzzI,/n/fs/visualai-scr/Data/HAT2/seg/drinking/caFV09HNzzI_000023_000033,198,23,33
drinking,q7z_JwcIfno,/n/fs/visualai-scr/Data/HAT2/seg/drinking/q7z_JwcIfno_000011_000021,300,11,21
drinking,E6lfrZb-3MY,/n/fs/visualai-scr/Data/HAT2/seg/drinking/E6lfrZb-3MY_000003_000013,243,3,13
drinking,gDvxSxb3WuE,/n/fs/visualai-scr/Data/HAT2/seg/drinking/gDvxSxb3WuE_000188_000198,300,188,198
drinking,wByNrVN5dr4,/n/fs/visualai-scr/Data/HAT2/seg/drinking/wByNrVN5dr4_000100_000110,203,100,110
drinking,9_-6gpB1J9I,/n/fs/visualai-scr/Data/HAT2/seg/drinking/9_-6gpB1J9I_000011_000021,300,11,21
drinking,bBqTvmNOaeA,/n/fs/visualai-scr/Data/HAT2/seg/drinking/bBqTvmNOaeA_000096_000106,300,96,106
drinking,ZxZ_4ktF_MU,/n/fs/visualai-scr/Data/HAT2/seg/drinking/ZxZ_4ktF_MU_000012_000022,195,12,22
drinking,3wCCTlx3ifU,/n/fs/visualai-scr/Data/HAT2/seg/drinking/3wCCTlx3ifU_000006_000016,254,6,16
drinking,ErncSvx3wTE,/n/fs/visualai-scr/Data/HAT2/seg/drinking/ErncSvx3wTE_000004_000014,300,4,14
drinking,s-vLJUmPmhA,/n/fs/visualai-scr/Data/HAT2/seg/drinking/s-vLJUmPmhA_000109_000119,300,109,119
drinking,FHp5s-bozzw,/n/fs/visualai-scr/Data/HAT2/seg/drinking/FHp5s-bozzw_000070_000080,300,70,80
drinking,6tRQJ5KdSIE,/n/fs/visualai-scr/Data/HAT2/seg/drinking/6tRQJ5KdSIE_000000_000010,300,0,10
drinking,neocHYtz6yw,/n/fs/visualai-scr/Data/HAT2/seg/drinking/neocHYtz6yw_000061_000071,300,61,71
drinking,06A7IVDdaXo,/n/fs/visualai-scr/Data/HAT2/seg/drinking/06A7IVDdaXo_000091_000101,300,91,101
drinking,ErsRZ2Cvn-E,/n/fs/visualai-scr/Data/HAT2/seg/drinking/ErsRZ2Cvn-E_000000_000010,300,0,10
drinking,zHJGhDgnTH8,/n/fs/visualai-scr/Data/HAT2/seg/drinking/zHJGhDgnTH8_000044_000054,300,44,54
drinking,WZlnucz7DgE,/n/fs/visualai-scr/Data/HAT2/seg/drinking/WZlnucz7DgE_000057_000067,300,57,67
