label,youtube_id,time_start,time_end,original_path,segmented_path,background_only_path,has_original,has_segmented,has_background
catching or throwing baseball,-LZ6lnyP0BQ,102,112,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/-LZ6lnyP0BQ_000102_000112,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/-LZ6lnyP0BQ_000102_000112,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/-LZ6lnyP0BQ_000102_000112,True,True,True
catching or throwing baseball,0d2XdZRy2fc,3,13,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/0d2XdZRy2fc_000003_000013,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/0d2XdZRy2fc_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/0d2XdZRy2fc_000003_000013,True,True,True
catching or throwing baseball,4M91NfAfPig,3,13,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/4M91NfAfPig_000003_000013,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/4M91NfAfPig_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/4M91NfAfPig_000003_000013,True,True,True
catching or throwing baseball,5alRoEFZJCs,2,12,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/5alRoEFZJCs_000002_000012,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/5alRoEFZJCs_000002_000012,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/5alRoEFZJCs_000002_000012,True,True,True
catching or throwing baseball,5x-bCOhZbvE,7,17,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/5x-bCOhZbvE_000007_000017,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/5x-bCOhZbvE_000007_000017,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/5x-bCOhZbvE_000007_000017,True,True,True
catching or throwing baseball,7Hh4h3KvhIM,78,88,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/7Hh4h3KvhIM_000078_000088,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/7Hh4h3KvhIM_000078_000088,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/7Hh4h3KvhIM_000078_000088,True,True,True
catching or throwing baseball,AsPjORZU-cU,55,65,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/AsPjORZU-cU_000055_000065,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/AsPjORZU-cU_000055_000065,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/AsPjORZU-cU_000055_000065,True,True,True
catching or throwing baseball,B3EX-SmSh70,2,12,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/B3EX-SmSh70_000002_000012,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/B3EX-SmSh70_000002_000012,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/B3EX-SmSh70_000002_000012,True,True,True
catching or throwing baseball,CR0PV8jmGqg,3,13,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/CR0PV8jmGqg_000003_000013,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/CR0PV8jmGqg_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/CR0PV8jmGqg_000003_000013,True,True,True
catching or throwing baseball,F-mfSWc6bbA,3,13,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/F-mfSWc6bbA_000003_000013,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/F-mfSWc6bbA_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/F-mfSWc6bbA_000003_000013,True,True,True
catching or throwing baseball,F7hs_aIqsbk,24,34,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/F7hs_aIqsbk_000024_000034,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/F7hs_aIqsbk_000024_000034,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/F7hs_aIqsbk_000024_000034,True,True,True
catching or throwing baseball,F9kCgXa2aTs,18,28,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/F9kCgXa2aTs_000018_000028,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/F9kCgXa2aTs_000018_000028,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/F9kCgXa2aTs_000018_000028,True,True,True
catching or throwing baseball,FbImz9B2jBY,0,10,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/FbImz9B2jBY_000000_000010,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/FbImz9B2jBY_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/FbImz9B2jBY_000000_000010,True,True,True
catching or throwing baseball,J28fnK7ZI-c,2,12,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/J28fnK7ZI-c_000002_000012,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/J28fnK7ZI-c_000002_000012,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/J28fnK7ZI-c_000002_000012,True,True,True
catching or throwing baseball,LFS0OYBiEeU,8,18,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/LFS0OYBiEeU_000008_000018,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/LFS0OYBiEeU_000008_000018,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/LFS0OYBiEeU_000008_000018,True,True,True
catching or throwing baseball,LQH6hZT6ZbI,116,126,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/LQH6hZT6ZbI_000116_000126,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/LQH6hZT6ZbI_000116_000126,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/LQH6hZT6ZbI_000116_000126,True,True,True
catching or throwing baseball,LRQcX_Dp7mE,11,21,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/LRQcX_Dp7mE_000011_000021,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/LRQcX_Dp7mE_000011_000021,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/LRQcX_Dp7mE_000011_000021,True,True,True
catching or throwing baseball,MHQSH4QlQoo,277,287,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/MHQSH4QlQoo_000277_000287,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/MHQSH4QlQoo_000277_000287,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/MHQSH4QlQoo_000277_000287,True,True,True
catching or throwing baseball,Pxj9gmt4PnM,0,10,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/Pxj9gmt4PnM_000000_000010,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/Pxj9gmt4PnM_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/Pxj9gmt4PnM_000000_000010,True,True,True
catching or throwing baseball,Q6l5os980Ps,3,13,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/Q6l5os980Ps_000003_000013,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/Q6l5os980Ps_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/Q6l5os980Ps_000003_000013,True,True,True
catching or throwing baseball,Q_Xw2E-292Q,3,13,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/Q_Xw2E-292Q_000003_000013,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/Q_Xw2E-292Q_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/Q_Xw2E-292Q_000003_000013,True,True,True
catching or throwing baseball,SXk_o2WnEJw,0,10,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/SXk_o2WnEJw_000000_000010,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/SXk_o2WnEJw_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/SXk_o2WnEJw_000000_000010,True,True,True
catching or throwing baseball,SzWZQDfymmY,68,78,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/SzWZQDfymmY_000068_000078,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/SzWZQDfymmY_000068_000078,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/SzWZQDfymmY_000068_000078,True,True,True
catching or throwing baseball,U9zBDYcLFPY,0,10,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/U9zBDYcLFPY_000000_000010,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/U9zBDYcLFPY_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/U9zBDYcLFPY_000000_000010,True,True,True
catching or throwing baseball,URS81Krk6pE,62,72,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/URS81Krk6pE_000062_000072,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/URS81Krk6pE_000062_000072,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/URS81Krk6pE_000062_000072,True,True,True
catching or throwing baseball,W8Fbjslydzs,39,49,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/W8Fbjslydzs_000039_000049,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/W8Fbjslydzs_000039_000049,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/W8Fbjslydzs_000039_000049,True,True,True
catching or throwing baseball,WuEYX5XWCsw,2,12,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/WuEYX5XWCsw_000002_000012,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/WuEYX5XWCsw_000002_000012,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/WuEYX5XWCsw_000002_000012,True,True,True
catching or throwing baseball,Y785o_jKBVU,22,32,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/Y785o_jKBVU_000022_000032,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/Y785o_jKBVU_000022_000032,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/Y785o_jKBVU_000022_000032,True,True,True
catching or throwing baseball,YBIe1eukx1k,16,26,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/YBIe1eukx1k_000016_000026,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/YBIe1eukx1k_000016_000026,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/YBIe1eukx1k_000016_000026,True,True,True
catching or throwing baseball,YKYIU2yqpG8,2,12,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/YKYIU2yqpG8_000002_000012,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/YKYIU2yqpG8_000002_000012,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/YKYIU2yqpG8_000002_000012,True,True,True
catching or throwing baseball,aU2ByztjE60,9,19,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/aU2ByztjE60_000009_000019,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/aU2ByztjE60_000009_000019,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/aU2ByztjE60_000009_000019,True,True,True
catching or throwing baseball,d2RIQkmy9cE,159,169,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/d2RIQkmy9cE_000159_000169,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/d2RIQkmy9cE_000159_000169,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/d2RIQkmy9cE_000159_000169,True,True,True
catching or throwing baseball,dEJcLMU-x94,13,23,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/dEJcLMU-x94_000013_000023,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/dEJcLMU-x94_000013_000023,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/dEJcLMU-x94_000013_000023,True,True,True
catching or throwing baseball,dLPysQnsT0Q,14,24,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/dLPysQnsT0Q_000014_000024,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/dLPysQnsT0Q_000014_000024,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/dLPysQnsT0Q_000014_000024,True,True,True
catching or throwing baseball,eECGtFjKTY8,18,28,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/eECGtFjKTY8_000018_000028,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/eECGtFjKTY8_000018_000028,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/eECGtFjKTY8_000018_000028,True,True,True
catching or throwing baseball,g_G95YHhhu8,11,21,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/g_G95YHhhu8_000011_000021,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/g_G95YHhhu8_000011_000021,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/g_G95YHhhu8_000011_000021,True,True,True
catching or throwing baseball,hVwWw6YQmfE,110,120,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/hVwWw6YQmfE_000110_000120,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/hVwWw6YQmfE_000110_000120,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/hVwWw6YQmfE_000110_000120,True,True,True
catching or throwing baseball,iBZGwIW3LEo,2,12,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/iBZGwIW3LEo_000002_000012,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/iBZGwIW3LEo_000002_000012,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/iBZGwIW3LEo_000002_000012,True,True,True
catching or throwing baseball,l_9GEyNNkJU,2,12,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/l_9GEyNNkJU_000002_000012,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/l_9GEyNNkJU_000002_000012,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/l_9GEyNNkJU_000002_000012,True,True,True
catching or throwing baseball,mANCURJr4KA,10,20,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/mANCURJr4KA_000010_000020,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/mANCURJr4KA_000010_000020,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/mANCURJr4KA_000010_000020,True,True,True
catching or throwing baseball,nJK4PZozjTc,3,13,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/nJK4PZozjTc_000003_000013,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/nJK4PZozjTc_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/nJK4PZozjTc_000003_000013,True,True,True
catching or throwing baseball,qKKFKvJg_5E,5,15,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/qKKFKvJg_5E_000005_000015,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/qKKFKvJg_5E_000005_000015,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/qKKFKvJg_5E_000005_000015,True,True,True
catching or throwing baseball,qfTsYvAa5Gc,2,12,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/qfTsYvAa5Gc_000002_000012,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/qfTsYvAa5Gc_000002_000012,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/qfTsYvAa5Gc_000002_000012,True,True,True
catching or throwing baseball,s0WqJNghk88,1,11,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/s0WqJNghk88_000001_000011,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/s0WqJNghk88_000001_000011,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/s0WqJNghk88_000001_000011,True,True,True
catching or throwing baseball,sjEsaf50Uy4,8,18,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/sjEsaf50Uy4_000008_000018,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/sjEsaf50Uy4_000008_000018,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/sjEsaf50Uy4_000008_000018,True,True,True
catching or throwing baseball,u9qR9c2HsA4,8,18,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/u9qR9c2HsA4_000008_000018,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/u9qR9c2HsA4_000008_000018,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/u9qR9c2HsA4_000008_000018,True,True,True
catching or throwing baseball,w1c9XilT7NU,7,17,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/w1c9XilT7NU_000007_000017,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/w1c9XilT7NU_000007_000017,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/w1c9XilT7NU_000007_000017,True,True,True
catching or throwing baseball,wZy9328QAow,16,26,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/wZy9328QAow_000016_000026,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/wZy9328QAow_000016_000026,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/wZy9328QAow_000016_000026,True,True,True
catching or throwing baseball,xCQQGcnH-U0,4,14,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/xCQQGcnH-U0_000004_000014,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/xCQQGcnH-U0_000004_000014,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/xCQQGcnH-U0_000004_000014,True,True,True
catching or throwing frisbee,-0vBGWkPoq4,31,41,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/-0vBGWkPoq4_000031_000041,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/-0vBGWkPoq4_000031_000041,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/-0vBGWkPoq4_000031_000041,True,True,True
catching or throwing frisbee,-6k2ntyDP-c,47,57,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/-6k2ntyDP-c_000047_000057,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/-6k2ntyDP-c_000047_000057,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/-6k2ntyDP-c_000047_000057,True,True,True
catching or throwing frisbee,0ZmrdX0DFMA,169,179,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/0ZmrdX0DFMA_000169_000179,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/0ZmrdX0DFMA_000169_000179,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/0ZmrdX0DFMA_000169_000179,True,True,True
catching or throwing frisbee,0lO-ekw5nI4,33,43,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/0lO-ekw5nI4_000033_000043,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/0lO-ekw5nI4_000033_000043,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/0lO-ekw5nI4_000033_000043,True,True,True
catching or throwing frisbee,4H47F7sZHLo,44,54,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/4H47F7sZHLo_000044_000054,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/4H47F7sZHLo_000044_000054,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/4H47F7sZHLo_000044_000054,True,True,True
catching or throwing frisbee,5w7-2_KAP2k,6,16,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/5w7-2_KAP2k_000006_000016,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/5w7-2_KAP2k_000006_000016,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/5w7-2_KAP2k_000006_000016,True,True,True
catching or throwing frisbee,71Rq1rCY7N4,69,79,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/71Rq1rCY7N4_000069_000079,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/71Rq1rCY7N4_000069_000079,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/71Rq1rCY7N4_000069_000079,True,True,True
catching or throwing frisbee,7XsWZFqAl8E,8,18,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/7XsWZFqAl8E_000008_000018,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/7XsWZFqAl8E_000008_000018,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/7XsWZFqAl8E_000008_000018,True,True,True
catching or throwing frisbee,9EioUfhATcw,4,14,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/9EioUfhATcw_000004_000014,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/9EioUfhATcw_000004_000014,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/9EioUfhATcw_000004_000014,True,True,True
catching or throwing frisbee,9RKVtmshPrg,14,24,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/9RKVtmshPrg_000014_000024,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/9RKVtmshPrg_000014_000024,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/9RKVtmshPrg_000014_000024,True,True,True
catching or throwing frisbee,AsoqLaO8YJ8,1,11,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/AsoqLaO8YJ8_000001_000011,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/AsoqLaO8YJ8_000001_000011,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/AsoqLaO8YJ8_000001_000011,True,True,True
catching or throwing frisbee,AxgWfYvA-Zo,8,18,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/AxgWfYvA-Zo_000008_000018,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/AxgWfYvA-Zo_000008_000018,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/AxgWfYvA-Zo_000008_000018,True,True,True
catching or throwing frisbee,BpjfZYjF7W0,49,59,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/BpjfZYjF7W0_000049_000059,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/BpjfZYjF7W0_000049_000059,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/BpjfZYjF7W0_000049_000059,True,True,True
catching or throwing frisbee,DR0WB_0vn90,62,72,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/DR0WB_0vn90_000062_000072,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/DR0WB_0vn90_000062_000072,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/DR0WB_0vn90_000062_000072,True,True,True
catching or throwing frisbee,FS6PGrmnylo,2,12,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/FS6PGrmnylo_000002_000012,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/FS6PGrmnylo_000002_000012,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/FS6PGrmnylo_000002_000012,True,True,True
catching or throwing frisbee,Fi1TkpzQG78,154,164,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/Fi1TkpzQG78_000154_000164,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/Fi1TkpzQG78_000154_000164,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/Fi1TkpzQG78_000154_000164,True,True,True
catching or throwing frisbee,FzYUhtv41XY,41,51,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/FzYUhtv41XY_000041_000051,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/FzYUhtv41XY_000041_000051,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/FzYUhtv41XY_000041_000051,True,True,True
catching or throwing frisbee,HV0Hs4UysUM,4,14,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/HV0Hs4UysUM_000004_000014,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/HV0Hs4UysUM_000004_000014,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/HV0Hs4UysUM_000004_000014,True,True,True
catching or throwing frisbee,KMoWLHn5rXA,35,45,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/KMoWLHn5rXA_000035_000045,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/KMoWLHn5rXA_000035_000045,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/KMoWLHn5rXA_000035_000045,True,True,True
catching or throwing frisbee,KvgYLMfQh8Q,12,22,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/KvgYLMfQh8Q_000012_000022,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/KvgYLMfQh8Q_000012_000022,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/KvgYLMfQh8Q_000012_000022,True,True,True
catching or throwing frisbee,MsfeeRqyaa4,3,13,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/MsfeeRqyaa4_000003_000013,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/MsfeeRqyaa4_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/MsfeeRqyaa4_000003_000013,True,True,True
catching or throwing frisbee,RVFuHGeytLs,2,12,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/RVFuHGeytLs_000002_000012,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/RVFuHGeytLs_000002_000012,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/RVFuHGeytLs_000002_000012,True,True,True
catching or throwing frisbee,RlFMUo-__JE,17,27,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/RlFMUo-__JE_000017_000027,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/RlFMUo-__JE_000017_000027,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/RlFMUo-__JE_000017_000027,True,True,True
catching or throwing frisbee,RxgW7Hdn4YM,6,16,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/RxgW7Hdn4YM_000006_000016,/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/RxgW7Hdn4YM_000006_000016,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/RxgW7Hdn4YM_000006_000016,True,True,True
