label,youtube_id,time_start,time_end,full_path,num_files,hasPerson,segmented_path,mask_path,bboxes_info,bbox_vis_path
dribbling basketball,lSxv5M4-8tE,31,39,/n/fs/visualai-scr/Data/Mimetics2/dribbling basketball/lSxv5M4-8tE_000031_000039,240,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/dribbling basketball/lSxv5M4-8tE_000031_000039,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/dribbling basketball/lSxv5M4-8tE_000031_000039,"[{'class': 'person', 'confidence': 0.8753437399864197, 'bbox': [168.1582489013672, 259.50482177734375, 404.9697265625, 718.0514526367188]}, {'class': 'person', 'confidence': 0.857162356376648, 'bbox': [0.0, 130.22483825683594, 205.36529541015625, 591.34423828125]}, {'class': 'person', 'confidence': 0.4984816014766693, 'bbox': [151.76222229003906, 174.27734375, 360.772216796875, 484.2467041015625]}, {'class': 'car', 'confidence': 0.44849446415901184, 'bbox': [334.66864013671875, 121.64591979980469, 406.0, 212.45492553710938]}, {'class': 'person', 'confidence': 0.3177966773509979, 'bbox': [164.03538513183594, 175.69264221191406, 359.7347106933594, 298.9544982910156]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/dribbling basketball/lSxv5M4-8tE_000031_000039/bbox_img/bbox_image.jpg
dribbling basketball,xv60PJOPVgg,57,58,/n/fs/visualai-scr/Data/Mimetics2/dribbling basketball/xv60PJOPVgg_000057_000058,30,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/dribbling basketball/xv60PJOPVgg_000057_000058,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/dribbling basketball/xv60PJOPVgg_000057_000058,"[{'class': 'person', 'confidence': 0.8581752181053162, 'bbox': [175.43931579589844, 121.68856048583984, 235.7427215576172, 261.89752197265625]}, {'class': 'person', 'confidence': 0.8314043283462524, 'bbox': [31.873912811279297, 110.63961791992188, 59.064697265625, 201.41917419433594]}, {'class': 'person', 'confidence': 0.7980436682701111, 'bbox': [55.3374137878418, 104.94832611083984, 103.02176666259766, 240.552978515625]}, {'class': 'person', 'confidence': 0.6210455894470215, 'bbox': [152.50904846191406, 105.60760498046875, 186.1186981201172, 220.23239135742188]}, {'class': 'person', 'confidence': 0.4978173077106476, 'bbox': [114.5487289428711, 117.68034362792969, 132.8524932861328, 159.99366760253906]}, {'class': 'person', 'confidence': 0.4104781448841095, 'bbox': [121.03221130371094, 160.18324279785156, 158.08175659179688, 209.4108123779297]}, {'class': 'person', 'confidence': 0.25641390681266785, 'bbox': [111.30269622802734, 117.0502700805664, 133.04371643066406, 182.4404754638672]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/dribbling basketball/xv60PJOPVgg_000057_000058/bbox_img/bbox_image.jpg
dribbling basketball,JSIMsw3NrGM,58,63,/n/fs/visualai-scr/Data/Mimetics2/dribbling basketball/JSIMsw3NrGM_000058_000063,145,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/dribbling basketball/JSIMsw3NrGM_000058_000063,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/dribbling basketball/JSIMsw3NrGM_000058_000063,"[{'class': 'person', 'confidence': 0.8489164710044861, 'bbox': [40.233890533447266, 196.9580078125, 379.64056396484375, 718.9671020507812]}, {'class': 'person', 'confidence': 0.40996456146240234, 'bbox': [312.2246398925781, 403.5011291503906, 405.9508056640625, 597.113525390625]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/dribbling basketball/JSIMsw3NrGM_000058_000063/bbox_img/bbox_image.jpg
dribbling basketball,wILLcjlT58U,1,4,/n/fs/visualai-scr/Data/Mimetics2/dribbling basketball/wILLcjlT58U_000001_000004,90,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/dribbling basketball/wILLcjlT58U_000001_000004,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/dribbling basketball/wILLcjlT58U_000001_000004,"[{'class': 'person', 'confidence': 0.9261573553085327, 'bbox': [648.99072265625, 144.44952392578125, 870.641845703125, 563.6786499023438]}, {'class': 'car', 'confidence': 0.880159854888916, 'bbox': [0.3947601318359375, 236.45928955078125, 141.8981475830078, 355.9300537109375]}, {'class': 'car', 'confidence': 0.7955960631370544, 'bbox': [1225.0234375, 222.83914184570312, 1279.40673828125, 454.9960632324219]}, {'class': 'car', 'confidence': 0.7649125456809998, 'bbox': [95.20991516113281, 232.75311279296875, 231.81471252441406, 333.44195556640625]}, {'class': 'car', 'confidence': 0.7049019932746887, 'bbox': [582.2611694335938, 259.6501159667969, 667.7626342773438, 350.4941101074219]}, {'class': 'car', 'confidence': 0.6217340230941772, 'bbox': [184.48834228515625, 199.4234619140625, 589.715576171875, 459.47900390625]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/dribbling basketball/wILLcjlT58U_000001_000004/bbox_img/bbox_image.jpg
reading newspaper,aTSVeNeJxog,51,57,/n/fs/visualai-scr/Data/Mimetics2/reading newspaper/aTSVeNeJxog_000051_000057,180,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/reading newspaper/aTSVeNeJxog_000051_000057,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/reading newspaper/aTSVeNeJxog_000051_000057,"[{'class': 'person', 'confidence': 0.9078475832939148, 'bbox': [149.14288330078125, 48.45709991455078, 319.9041748046875, 300.5224609375]}, {'class': 'chair', 'confidence': 0.6364235281944275, 'bbox': [171.60116577148438, 181.13546752929688, 261.4400634765625, 300.82183837890625]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/reading newspaper/aTSVeNeJxog_000051_000057/bbox_img/bbox_image.jpg
reading newspaper,COppfZLpk-8,50,60,/n/fs/visualai-scr/Data/Mimetics2/reading newspaper/COppfZLpk-8_000050_000060,250,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/reading newspaper/COppfZLpk-8_000050_000060,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/reading newspaper/COppfZLpk-8_000050_000060,"[{'class': 'person', 'confidence': 0.8028805255889893, 'bbox': [165.83216857910156, 23.339012145996094, 392.68170166015625, 358.53765869140625]}, {'class': 'suitcase', 'confidence': 0.25613507628440857, 'bbox': [209.55258178710938, 220.26983642578125, 330.82177734375, 359.74688720703125]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/reading newspaper/COppfZLpk-8_000050_000060/bbox_img/bbox_image.jpg
playing violin,scZvLstzkig,0,10,/n/fs/visualai-scr/Data/Mimetics2/playing violin/scZvLstzkig_000000_000010,75,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing violin/scZvLstzkig_000000_000010,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/playing violin/scZvLstzkig_000000_000010,"[{'class': 'person', 'confidence': 0.46385326981544495, 'bbox': [5.623082160949707, 7.471661567687988, 170.68003845214844, 142.87469482421875]}, {'class': 'person', 'confidence': 0.30390629172325134, 'bbox': [53.28512954711914, 9.097298622131348, 90.95713806152344, 94.72061157226562]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing violin/scZvLstzkig_000000_000010/bbox_img/bbox_image.jpg
playing violin,GgOXsW06EYE,3,10,/n/fs/visualai-scr/Data/Mimetics2/playing violin/GgOXsW06EYE_000003_000010,210,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing violin/GgOXsW06EYE_000003_000010,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/playing violin/GgOXsW06EYE_000003_000010,"[{'class': 'person', 'confidence': 0.874761164188385, 'bbox': [403.4323425292969, 0.0, 1003.87109375, 712.279052734375]}, {'class': 'bed', 'confidence': 0.6034513115882874, 'bbox': [130.96240234375, 1.35858154296875, 1261.96044921875, 707.8978881835938]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing violin/GgOXsW06EYE_000003_000010/bbox_img/bbox_image.jpg
playing violin,zbx22vdGsiI,176,181,/n/fs/visualai-scr/Data/Mimetics2/playing violin/zbx22vdGsiI_000176_000181,120,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing violin/zbx22vdGsiI_000176_000181,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/playing violin/zbx22vdGsiI_000176_000181,"[{'class': 'person', 'confidence': 0.9095492362976074, 'bbox': [24.6260986328125, 408.15185546875, 320.7425537109375, 715.287109375]}, {'class': 'person', 'confidence': 0.870229184627533, 'bbox': [830.422119140625, 41.3192138671875, 1139.83447265625, 717.19921875]}, {'class': 'book', 'confidence': 0.2545715868473053, 'bbox': [350.3507080078125, 588.64013671875, 474.488037109375, 634.909912109375]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing violin/zbx22vdGsiI_000176_000181/bbox_img/bbox_image.jpg
playing violin,Lci2M22ywSg,0,10,/n/fs/visualai-scr/Data/Mimetics2/playing violin/Lci2M22ywSg_000000_000010,158,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing violin/Lci2M22ywSg_000000_000010,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/playing violin/Lci2M22ywSg_000000_000010,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing violin/Lci2M22ywSg_000000_000010/bbox_img/bbox_image.jpg
playing violin,1LBm1M3DBNY,30,40,/n/fs/visualai-scr/Data/Mimetics2/playing violin/1LBm1M3DBNY_000030_000040,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing violin/1LBm1M3DBNY_000030_000040,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/playing violin/1LBm1M3DBNY_000030_000040,"[{'class': 'person', 'confidence': 0.5394352078437805, 'bbox': [94.41001892089844, 38.722469329833984, 343.2459411621094, 357.12225341796875]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing violin/1LBm1M3DBNY_000030_000040/bbox_img/bbox_image.jpg
juggling balls,kr8KU7N93dw,3,6,/n/fs/visualai-scr/Data/Mimetics2/juggling balls/kr8KU7N93dw_000003_000006,90,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/juggling balls/kr8KU7N93dw_000003_000006,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/juggling balls/kr8KU7N93dw_000003_000006,"[{'class': 'person', 'confidence': 0.8856618404388428, 'bbox': [98.5053482055664, 208.66607666015625, 245.6004638671875, 613.0009155273438]}, {'class': 'tv', 'confidence': 0.8597464561462402, 'bbox': [11.763267517089844, 314.8460693359375, 125.42438507080078, 414.8724365234375]}, {'class': 'tv', 'confidence': 0.8490594625473022, 'bbox': [211.96372985839844, 229.6190948486328, 349.47430419921875, 369.98193359375]}, {'class': 'tv', 'confidence': 0.6305511593818665, 'bbox': [373.5620422363281, 296.5876770019531, 406.0, 429.835205078125]}, {'class': 'chair', 'confidence': 0.29551583528518677, 'bbox': [53.383670806884766, 423.9683837890625, 121.72978210449219, 534.1217651367188]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/juggling balls/kr8KU7N93dw_000003_000006/bbox_img/bbox_image.jpg
juggling balls,aoNi9Im_Iio,134,136,/n/fs/visualai-scr/Data/Mimetics2/juggling balls/aoNi9Im_Iio_000134_000136,60,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/juggling balls/aoNi9Im_Iio_000134_000136,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/juggling balls/aoNi9Im_Iio_000134_000136,"[{'class': 'person', 'confidence': 0.884299635887146, 'bbox': [360.50592041015625, 76.252197265625, 703.7832641601562, 710.0220947265625]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/juggling balls/aoNi9Im_Iio_000134_000136/bbox_img/bbox_image.jpg
juggling balls,E-Bnewo247E,4,5,/n/fs/visualai-scr/Data/Mimetics2/juggling balls/E-Bnewo247E_000004_000005,30,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/juggling balls/E-Bnewo247E_000004_000005,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/juggling balls/E-Bnewo247E_000004_000005,"[{'class': 'car', 'confidence': 0.8732252717018127, 'bbox': [74.0590591430664, 215.22250366210938, 222.6533660888672, 303.5225524902344]}, {'class': 'car', 'confidence': 0.7346463799476624, 'bbox': [15.663628578186035, 222.28887939453125, 101.27842712402344, 287.4077453613281]}, {'class': 'person', 'confidence': 0.6405126452445984, 'bbox': [138.3294677734375, 218.14254760742188, 241.3526611328125, 460.3277587890625]}, {'class': 'person', 'confidence': 0.6396763920783997, 'bbox': [364.160400390625, 430.6473083496094, 405.9775085449219, 584.4458618164062]}, {'class': 'car', 'confidence': 0.5089385509490967, 'bbox': [229.7117919921875, 237.526611328125, 344.9263000488281, 269.8525085449219]}, {'class': 'chair', 'confidence': 0.4774197041988373, 'bbox': [81.81849670410156, 414.61846923828125, 148.71206665039062, 516.5553588867188]}, {'class': 'car', 'confidence': 0.3546205163002014, 'bbox': [296.6531066894531, 254.3262176513672, 405.2493896484375, 309.19268798828125]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/juggling balls/E-Bnewo247E_000004_000005/bbox_img/bbox_image.jpg
playing trumpet,fG8aSj5ttKg,0,9,/n/fs/visualai-scr/Data/Mimetics2/playing trumpet/fG8aSj5ttKg_000000_000009,270,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing trumpet/fG8aSj5ttKg_000000_000009,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/playing trumpet/fG8aSj5ttKg_000000_000009,"[{'class': 'person', 'confidence': 0.803286075592041, 'bbox': [0.0, 123.05673217773438, 30.370214462280273, 272.9978942871094]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing trumpet/fG8aSj5ttKg_000000_000009/bbox_img/bbox_image.jpg
playing trumpet,z6woHuuwl1o,0,10,/n/fs/visualai-scr/Data/Mimetics2/playing trumpet/z6woHuuwl1o_000000_000010,70,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing trumpet/z6woHuuwl1o_000000_000010,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/playing trumpet/z6woHuuwl1o_000000_000010,"[{'class': 'person', 'confidence': 0.829491376876831, 'bbox': [79.92245483398438, 52.157684326171875, 214.99563598632812, 239.47540283203125]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing trumpet/z6woHuuwl1o_000000_000010/bbox_img/bbox_image.jpg
playing trumpet,yKwAi-1opzU,23,26,/n/fs/visualai-scr/Data/Mimetics2/playing trumpet/yKwAi-1opzU_000023_000026,75,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing trumpet/yKwAi-1opzU_000023_000026,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/playing trumpet/yKwAi-1opzU_000023_000026,"[{'class': 'keyboard', 'confidence': 0.3699530363082886, 'bbox': [175.7359619140625, 306.3587341308594, 269.7479553222656, 359.80035400390625]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing trumpet/yKwAi-1opzU_000023_000026/bbox_img/bbox_image.jpg
playing trumpet,mePrNsy72Yg,0,10,/n/fs/visualai-scr/Data/Mimetics2/playing trumpet/mePrNsy72Yg_000000_000010,297,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing trumpet/mePrNsy72Yg_000000_000010,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/playing trumpet/mePrNsy72Yg_000000_000010,"[{'class': 'person', 'confidence': 0.9122076034545898, 'bbox': [0.559661865234375, 154.61318969726562, 241.19659423828125, 351.8111267089844]}, {'class': 'person', 'confidence': 0.8977086544036865, 'bbox': [322.8162841796875, 0.0, 638.711181640625, 351.80841064453125]}, {'class': 'chair', 'confidence': 0.7709901928901672, 'bbox': [162.30239868164062, 78.04568481445312, 304.11895751953125, 351.71258544921875]}, {'class': 'chair', 'confidence': 0.2715604901313782, 'bbox': [165.1505126953125, 170.97434997558594, 304.060302734375, 352.0]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/playing trumpet/mePrNsy72Yg_000000_000010/bbox_img/bbox_image.jpg
smoking,QHy1zMKfbmY,34,38,/n/fs/visualai-scr/Data/Mimetics2/smoking/QHy1zMKfbmY_000034_000038,96,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/smoking/QHy1zMKfbmY_000034_000038,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/smoking/QHy1zMKfbmY_000034_000038,"[{'class': 'person', 'confidence': 0.9271224141120911, 'bbox': [138.28436279296875, 40.27972412109375, 663.3357543945312, 711.2957153320312]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/smoking/QHy1zMKfbmY_000034_000038/bbox_img/bbox_image.jpg
smoking,EkxyU6gC0zQ,136,146,/n/fs/visualai-scr/Data/Mimetics2/smoking/EkxyU6gC0zQ_000136_000146,250,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/smoking/EkxyU6gC0zQ_000136_000146,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/smoking/EkxyU6gC0zQ_000136_000146,"[{'class': 'person', 'confidence': 0.9283355474472046, 'bbox': [407.3155517578125, 48.210784912109375, 591.2999267578125, 351.5907897949219]}, {'class': 'person', 'confidence': 0.756885826587677, 'bbox': [122.06251525878906, 21.528076171875, 237.2495574951172, 286.73382568359375]}, {'class': 'person', 'confidence': 0.4061000943183899, 'bbox': [0.35284423828125, 1.113372802734375, 196.99728393554688, 351.1101379394531]}, {'class': 'person', 'confidence': 0.3432236909866333, 'bbox': [0.29327392578125, 0.0, 151.49166870117188, 156.7568817138672]}, {'class': 'person', 'confidence': 0.33123907446861267, 'bbox': [0.2106475830078125, 0.21044921875, 165.5924530029297, 209.70245361328125]}, {'class': 'tie', 'confidence': 0.258224755525589, 'bbox': [173.69586181640625, 105.91857147216797, 207.5494384765625, 273.73516845703125]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/smoking/EkxyU6gC0zQ_000136_000146/bbox_img/bbox_image.jpg
smoking,kGpDLyc59ik,41,51,/n/fs/visualai-scr/Data/Mimetics2/smoking/kGpDLyc59ik_000041_000051,240,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/smoking/kGpDLyc59ik_000041_000051,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/smoking/kGpDLyc59ik_000041_000051,"[{'class': 'person', 'confidence': 0.7819904685020447, 'bbox': [67.52679443359375, 28.79161834716797, 143.77357482910156, 233.191650390625]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/smoking/kGpDLyc59ik_000041_000051/bbox_img/bbox_image.jpg
smoking,o4jvz4kSC7E,80,81,/n/fs/visualai-scr/Data/Mimetics2/smoking/o4jvz4kSC7E_000080_000081,24,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/smoking/o4jvz4kSC7E_000080_000081,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/smoking/o4jvz4kSC7E_000080_000081,"[{'class': 'person', 'confidence': 0.9007680416107178, 'bbox': [467.6060791015625, 53.35992431640625, 1033.549560546875, 712.2080688476562]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/smoking/o4jvz4kSC7E_000080_000081/bbox_img/bbox_image.jpg
shooting goal (soccer),bFzzcjXUnD8,2,5,/n/fs/visualai-scr/Data/Mimetics2/shooting goal (soccer)/bFzzcjXUnD8_000002_000005,60,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/shooting goal (soccer)/bFzzcjXUnD8_000002_000005,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/shooting goal (soccer)/bFzzcjXUnD8_000002_000005,"[{'class': 'person', 'confidence': 0.8190177083015442, 'bbox': [310.853759765625, 101.72298431396484, 344.3419189453125, 211.94952392578125]}, {'class': 'person', 'confidence': 0.7635694742202759, 'bbox': [425.3308410644531, 132.15069580078125, 460.0044250488281, 202.3311767578125]}, {'class': 'person', 'confidence': 0.7595471143722534, 'bbox': [0.066925048828125, 120.90076446533203, 32.950904846191406, 215.150634765625]}, {'class': 'person', 'confidence': 0.72721928358078, 'bbox': [129.63165283203125, 103.18373107910156, 164.44046020507812, 212.78228759765625]}, {'class': 'person', 'confidence': 0.282505065202713, 'bbox': [336.1712951660156, 128.24002075195312, 352.39202880859375, 200.75381469726562]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/shooting goal (soccer)/bFzzcjXUnD8_000002_000005/bbox_img/bbox_image.jpg
shooting goal (soccer),ffBqvOzUU_A,88,90,/n/fs/visualai-scr/Data/Mimetics2/shooting goal (soccer)/ffBqvOzUU_A_000088_000090,60,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/shooting goal (soccer)/ffBqvOzUU_A_000088_000090,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/shooting goal (soccer)/ffBqvOzUU_A_000088_000090,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/shooting goal (soccer)/ffBqvOzUU_A_000088_000090/bbox_img/bbox_image.jpg
shooting goal (soccer),Z2_P2eLs-oY,94,95,/n/fs/visualai-scr/Data/Mimetics2/shooting goal (soccer)/Z2_P2eLs-oY_000094_000095,30,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/shooting goal (soccer)/Z2_P2eLs-oY_000094_000095,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/shooting goal (soccer)/Z2_P2eLs-oY_000094_000095,"[{'class': 'person', 'confidence': 0.9066186547279358, 'bbox': [95.77445983886719, 115.63460540771484, 199.93881225585938, 267.8333740234375]}, {'class': 'tv', 'confidence': 0.6810627579689026, 'bbox': [142.6845703125, 9.010093688964844, 358.4052734375, 170.86312866210938]}, {'class': 'person', 'confidence': 0.5789347290992737, 'bbox': [345.4296875, 132.12185668945312, 405.43621826171875, 283.0181579589844]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/shooting goal (soccer)/Z2_P2eLs-oY_000094_000095/bbox_img/bbox_image.jpg
shooting goal (soccer),dbn_Nc3G8jA,4,6,/n/fs/visualai-scr/Data/Mimetics2/shooting goal (soccer)/dbn_Nc3G8jA_000004_000006,50,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/shooting goal (soccer)/dbn_Nc3G8jA_000004_000006,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/shooting goal (soccer)/dbn_Nc3G8jA_000004_000006,"[{'class': 'person', 'confidence': 0.8946309089660645, 'bbox': [243.8470001220703, 139.44790649414062, 308.33746337890625, 264.96197509765625]}, {'class': 'person', 'confidence': 0.43302443623542786, 'bbox': [204.01025390625, 153.3028106689453, 215.64111328125, 193.53179931640625]}, {'class': 'person', 'confidence': 0.3106186091899872, 'bbox': [156.09478759765625, 182.14768981933594, 178.9373016357422, 218.59121704101562]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/shooting goal (soccer)/dbn_Nc3G8jA_000004_000006/bbox_img/bbox_image.jpg
hitting baseball,TRcCyetKj0o,115,116,/n/fs/visualai-scr/Data/Mimetics2/hitting baseball/TRcCyetKj0o_000115_000116,30,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/hitting baseball/TRcCyetKj0o_000115_000116,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_binarymasks_mimetics/hitting baseball/TRcCyetKj0o_000115_000116,"[{'class': 'person', 'confidence': 0.8365867137908936, 'bbox': [256.9422607421875, 81.07330322265625, 345.70086669921875, 250.87185668945312]}, {'class': 'bird', 'confidence': 0.26062169671058655, 'bbox': [135.74876403808594, 120.2237548828125, 195.0098876953125, 170.66917419433594]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/mimetics/new_segmented_mimetics/hitting baseball/TRcCyetKj0o_000115_000116/bbox_img/bbox_image.jpg
